Unnamed: 0,pl_name,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_locale,sy_dist,sy_disterr1,sy_disterr2,sy_dist.1,sy_disterr1.1,sy_disterr2.1,pl_nnotes
733,HD 169142 b,1,1,1,2,1,113.6,0.833,-0.82,113.6,0.833,-0.82,1.0
734,HD 169830 b,1,1,2,1,1,37.6048,0.1484,-0.1473,37.6048,0.1484,-0.1473,3.0
735,HD 169830 c,2,1,2,1,1,37.6048,0.1484,-0.1473,37.6048,0.1484,-0.1473,3.0
736,HD 170469 b,1,2,1,1,1,60.178,0.1491,-0.1484,60.178,0.1491,-0.1484,1.0
737,HD 17092 b,1,1,1,1,1,228.422,2.713,-2.713,228.422,2.713,-2.713,0.0
738,HD 171028 b,1,1,1,1,1,111.659,0.627,-0.621,111.659,0.627,-0.621,0.0
739,HD 171238 b,1,1,1,1,1,44.8113,0.1117,-0.1112,44.8113,0.1117,-0.1112,1.0
740,HD 17156 b,1,1,1,1,1,78.0863,0.2397,-0.2383,78.0863,0.2397,-0.2383,1.0
741,HD 173416 b,1,1,1,1,1,132.184,0.7355,-0.7355,132.184,0.7355,-0.7355,0.0
742,HD 174205 b,1,1,1,1,1,234.027,1.392,-1.375,234.027,1.392,-1.375,0.0
743,HD 175167 b,1,1,1,1,1,71.0863,0.1691,-0.1684,71.0863,0.1691,-0.1684,0.0
744,HD 175541 b,1,1,1,1,1,129.603,1.0065,-1.0065,129.603,1.0065,-1.0065,1.0
745,HD 175607 b,1,1,1,1,1,40.3303,0.0616,-0.0613,40.3303,0.0616,-0.0613,0.0
746,HD 17674 b,1,1,1,1,1,44.4264,0.0861,-0.0859,44.4264,0.0861,-0.0859,1.0
747,HD 176986 b,1,1,2,1,1,27.7843,0.0483,-0.0481,27.7843,0.0483,-0.0481,0.0
748,HD 176986 c,2,1,2,1,1,27.7843,0.0483,-0.0481,27.7843,0.0483,-0.0481,0.0
749,HD 177565 b,1,1,1,1,1,16.9179,0.0192,-0.0192,16.9179,0.0192,-0.0192,0.0
750,HD 177830 b,1,2,2,1,1,62.7674,0.1244,-0.1244,62.7674,0.1244,-0.1244,1.0
751,HD 177830 c,2,2,2,1,1,62.7674,0.1244,-0.1244,62.7674,0.1244,-0.1244,1.0
752,HD 178911 B b,1,3,1,1,1,40.9727,0.0464,-0.0462,40.9727,0.0464,-0.0462,4.0
753,HD 179079 b,1,1,1,1,1,69.7116,0.3982,-0.3938,69.7116,0.3982,-0.3938,0.0
754,HD 179949 b,1,1,1,1,1,27.4573,0.0578,-0.0577,27.4573,0.0578,-0.0577,2.0
755,HD 180053 b,1,1,1,1,1,137.043,0.609,-0.609,137.043,0.609,-0.609,0.0
756,HD 18015 b,1,1,1,1,1,123.801,0.7975,-0.7975,123.801,0.7975,-0.7975,0.0
757,HD 180314 b,1,1,1,1,1,122.362,0.449,-0.449,122.362,0.449,-0.449,0.0
758,HD 180617 b,1,2,1,1,1,5.91059,0.00183,-0.00183,5.91059,0.00183,-0.00183,2.0
759,HD 180902 b,1,2,1,1,1,104.577,0.5735,-0.5735,104.577,0.5735,-0.5735,1.0
760,HD 181234 b,1,1,1,1,1,47.7458,0.1298,-0.129,47.7458,0.1298,-0.129,0.0
761,HD 181342 b,1,1,1,1,1,120.391,0.694,-0.694,120.391,0.694,-0.694,0.0
762,HD 18143 b,1,1,2,1,1,22.5243,0.023,-0.023,22.5243,0.023,-0.023,0.0
763,HD 18143 c,2,1,2,1,1,22.5243,0.023,-0.023,22.5243,0.023,-0.023,0.0
764,HD 181433 b,1,1,3,1,1,26.8762,0.0225,-0.0225,26.8762,0.0225,-0.0225,1.0
765,HD 181433 c,2,1,3,1,1,26.8762,0.0225,-0.0225,26.8762,0.0225,-0.0225,1.0
766,HD 181433 d,3,1,3,1,1,26.8762,0.0225,-0.0225,26.8762,0.0225,-0.0225,1.0
767,HD 181720 b,1,1,1,1,1,60.2046,0.2433,-0.2414,60.2046,0.2433,-0.2414,0.0
768,HD 183263 b,1,1,2,1,1,54.1955,0.1131,-0.1127,54.1955,0.1131,-0.1127,1.0
769,HD 183263 c,2,1,2,1,1,54.1955,0.1131,-0.1127,54.1955,0.1131,-0.1127,1.0
770,HD 183579 b,1,1,1,4,2,57.2651,0.1875,-0.1864,57.2651,0.1875,-0.1864,2.0
771,HD 184010 b,1,1,3,1,1,60.7993,0.2548,-0.2548,60.7993,0.2548,-0.2548,0.0
772,HD 184010 c,2,1,3,1,1,60.7993,0.2548,-0.2548,60.7993,0.2548,-0.2548,0.0
773,HD 184010 d,3,1,3,1,1,60.7993,0.2548,-0.2548,60.7993,0.2548,-0.2548,0.0
774,HD 18438 b,1,1,1,1,1,224.146,9.017,-8.356,224.146,9.017,-8.356,1.0
775,HD 185269 b,1,3,1,1,1,51.9917,0.0843,-0.084,51.9917,0.0843,-0.084,3.0
776,HD 185283 b,1,1,1,1,1,31.395,0.0545,-0.0542,31.395,0.0545,-0.0542,0.0
777,HD 18599 b,1,2,1,4,2,38.5653,0.0366,-0.0366,38.5653,0.0366,-0.0366,1.0
778,HD 187085 b,1,1,1,1,1,45.8993,0.0938,-0.0935,45.8993,0.0938,-0.0935,1.0
779,HD 187123 b,1,1,2,1,1,45.9548,0.0716,-0.0714,45.9548,0.0716,-0.0714,0.0
780,HD 187123 c,2,1,2,1,1,45.9548,0.0716,-0.0714,45.9548,0.0716,-0.0714,0.0
781,HD 18742 b,1,1,1,1,1,162.685,3.0755,-3.0755,162.685,3.0755,-3.0755,0.0
782,HD 188015 b,1,2,1,1,1,50.6706,0.1095,-0.1089,50.6706,0.1095,-0.1089,1.0
783,HD 188641 b,1,1,1,1,1,64.3399,0.1793,-0.1784,64.3399,0.1793,-0.1784,0.0
784,HD 189567 b,1,1,2,1,1,17.9055,0.0124,-0.0123,17.9055,0.0124,-0.0123,1.0
785,HD 189567 c,2,1,2,1,1,17.9055,0.0124,-0.0123,17.9055,0.0124,-0.0123,1.0
786,HD 189733 b,1,2,1,1,1,19.7638,0.0128,-0.0127,19.7638,0.0128,-0.0127,4.0
787,HD 190007 b,1,1,1,1,1,12.7141,0.0101,-0.01,12.7141,0.0101,-0.01,0.0
788,HD 190228 b,1,1,1,1,1,62.7146,0.12105,-0.12105,62.7146,0.12105,-0.12105,0.0
789,HD 190360 b,1,2,2,1,1,16.0069,0.0159,-0.0159,16.0069,0.0159,-0.0159,6.0
790,HD 190360 c,2,2,2,1,1,16.0069,0.0159,-0.0159,16.0069,0.0159,-0.0159,4.0
791,HD 190647 b,1,1,1,1,1,54.4738,0.1482,-0.1475,54.4738,0.1482,-0.1475,0.0
792,HD 190984 b,1,1,1,1,1,148.187,0.989,-0.976,148.187,0.989,-0.976,0.0
793,HD 191806 b,1,1,1,1,1,65.6668,0.1125,-0.112,65.6668,0.1125,-0.112,0.0
794,HD 191939 b,1,1,6,4,2,53.6089,0.0733,-0.0731,53.6089,0.0733,-0.0731,2.0
795,HD 191939 c,2,1,6,4,2,53.6089,0.0733,-0.0731,53.6089,0.0733,-0.0731,2.0
796,HD 191939 d,3,1,6,4,2,53.6089,0.0733,-0.0731,53.6089,0.0733,-0.0731,2.0
797,HD 191939 e,4,1,6,1,1,53.6089,0.0733,-0.0731,53.6089,0.0733,-0.0731,3.0
798,HD 191939 f,5,1,6,1,1,53.6089,0.0733,-0.0731,53.6089,0.0733,-0.0731,3.0
799,HD 191939 g,6,1,6,1,1,53.6089,0.0733,-0.0731,53.6089,0.0733,-0.0731,2.0
800,HD 192263 b,1,1,1,1,1,19.6359,0.0218,-0.0217,19.6359,0.0218,-0.0217,1.0
801,HD 192310 b,1,1,2,1,1,8.79687,0.00925,-0.00924,8.79687,0.00925,-0.00924,1.0
802,HD 192310 c,2,1,2,1,1,8.79687,0.00925,-0.00924,8.79687,0.00925,-0.00924,1.0
803,HD 192699 b,1,1,1,1,1,71.8627,0.2667,-0.2667,71.8627,0.2667,-0.2667,0.0
804,HD 194490 b,1,1,1,1,1,80.2349,0.2496,-0.248,80.2349,0.2496,-0.248,0.0
805,HD 195019 b,1,2,1,1,1,37.6681,0.0669,-0.0667,37.6681,0.0669,-0.0667,4.0
806,HD 196050 b,1,3,1,1,1,50.6742,0.1021,-0.1017,50.6742,0.1021,-0.1017,6.0
807,HD 196067 b,1,2,1,1,1,39.9346,0.046,-0.046,39.9346,0.046,-0.046,3.0
808,HD 19615 b,1,1,1,1,1,265.155,1.823,-1.799,265.155,1.823,-1.799,0.0
809,HD 196885 A b,1,2,1,1,1,34.1692,0.0573,-0.057,34.1692,0.0573,-0.057,3.0
810,HD 197037 b,1,2,1,1,1,33.1944,0.0291,-0.0291,33.1944,0.0291,-0.0291,2.0
811,HD 199509 b,1,1,1,1,1,24.3056,0.0204,-0.0204,24.3056,0.0204,-0.0204,0.0
812,HD 19994 b,1,3,1,1,1,22.5242,0.1042,-0.1033,22.5242,0.1042,-0.1033,3.0
813,HD 20003 b,1,1,2,1,1,41.8316,0.0499,-0.0498,41.8316,0.0499,-0.0498,0.0
814,HD 20003 c,2,1,2,1,1,41.8316,0.0499,-0.0498,41.8316,0.0499,-0.0498,0.0
815,HD 200964 b,1,1,2,1,1,72.5922,0.24155,-0.24155,72.5922,0.24155,-0.24155,0.0
816,HD 200964 c,2,1,2,1,1,72.5922,0.24155,-0.24155,72.5922,0.24155,-0.24155,0.0
817,HD 202206 c,2,2,1,1,1,45.9665,0.1391,-0.1383,45.9665,0.1391,-0.1383,4.0
818,HD 202696 b,1,1,2,1,1,188.546,1.587,-1.562,188.546,1.587,-1.562,0.0
819,HD 202696 c,2,1,2,1,1,188.546,1.587,-1.562,188.546,1.587,-1.562,0.0
820,HD 202772 A b,1,2,1,4,2,161.498,2.459,-2.388,161.498,2.459,-2.388,2.0
821,HD 203030 b,1,1,1,2,1,39.2503,0.0949,-0.0944,39.2503,0.0949,-0.0944,2.0
822,HD 20329 b,1,1,1,4,2,63.6796,0.2863,-0.2838,63.6796,0.2863,-0.2838,0.0
823,HD 203387 b,1,1,2,1,1,61.7477,1.15455,-1.15455,61.7477,1.15455,-1.15455,0.0
824,HD 203387 c,2,1,2,1,1,61.7477,1.15455,-1.15455,61.7477,1.15455,-1.15455,0.0
825,HD 2039 b,1,1,1,1,1,85.6922,0.2048,-0.2038,85.6922,0.2048,-0.2038,1.0
826,HD 204313 b,1,1,3,1,1,47.7945,0.1455,-0.1446,47.7945,0.1455,-0.1446,2.0
827,HD 204313 c,2,1,3,1,1,47.7945,0.1455,-0.1446,47.7945,0.1455,-0.1446,1.0
828,HD 204313 e,4,1,3,1,1,47.7945,0.1455,-0.1446,47.7945,0.1455,-0.1446,1.0
829,HD 204941 b,1,2,1,1,1,28.7165,0.0612,-0.0609,28.7165,0.0612,-0.0609,1.0
830,HD 205158 b,1,1,1,1,1,86.6159,0.387,-0.3836,86.6159,0.387,-0.3836,0.0
831,HD 205739 b,1,1,1,1,1,92.5087,0.8954,-0.8787,92.5087,0.8954,-0.8787,0.0
832,HD 206255 b,1,1,1,1,1,75.2363,0.1995,-0.1985,75.2363,0.1995,-0.1985,0.0
833,HD 206610 b,1,1,1,1,1,147.192,1.963,-1.963,147.192,1.963,-1.963,0.0
834,HD 206893 b,1,1,2,2,1,40.7583,0.1072,-0.1066,40.7583,0.1072,-0.1066,4.0
835,HD 206893 c,2,1,2,2,1,40.7583,0.1072,-0.1066,40.7583,0.1072,-0.1066,2.0
836,HD 207496 b,1,1,1,4,2,23.606,0.0179,-0.0179,23.606,0.0179,-0.0179,1.0
837,HD 20781 b,1,2,5,1,1,35.9715,0.0527,-0.0526,35.9715,0.0527,-0.0526,3.0
838,HD 20781 c,2,2,5,1,1,35.9715,0.0527,-0.0526,35.9715,0.0527,-0.0526,3.0
839,HD 20781 d,3,2,5,1,1,35.9715,0.0527,-0.0526,35.9715,0.0527,-0.0526,3.0
840,HD 20781 e,4,2,5,1,1,35.9715,0.0527,-0.0526,35.9715,0.0527,-0.0526,3.0
841,HD 20782 b,1,2,5,1,1,35.9864,0.0414,-0.0413,35.9864,0.0414,-0.0413,4.0
842,HD 207832 b,1,3,2,1,1,58.9291,0.156,-0.1552,58.9291,0.156,-0.1552,1.0
843,HD 207832 c,2,3,2,1,1,58.9291,0.156,-0.1552,58.9291,0.156,-0.1552,1.0
844,HD 207897 b,1,1,1,4,2,28.2938,0.0312,-0.0312,28.2938,0.0312,-0.0312,0.0
845,HD 20794 b,1,1,4,1,1,6.00278,0.00854,-0.00851,6.00278,0.00854,-0.00851,0.0
846,HD 20794 c,2,1,4,1,1,6.00278,0.00854,-0.00851,6.00278,0.00854,-0.00851,0.0
847,HD 20794 d,3,1,4,1,1,6.00278,0.00854,-0.00851,6.00278,0.00854,-0.00851,0.0
848,HD 20794 e,4,1,4,1,1,6.00278,0.00854,-0.00851,6.00278,0.00854,-0.00851,0.0
849,HD 208487 b,1,1,1,1,1,45.147,0.1593,-0.1582,45.147,0.1593,-0.1582,2.0
850,HD 208527 b,1,1,1,1,1,312.202,11.38,-10.619,312.202,11.38,-10.619,0.0
851,HD 20868 b,1,1,1,1,1,47.7223,0.0699,-0.0697,47.7223,0.0699,-0.0697,0.0
852,HD 208897 b,1,1,1,1,1,67.4872,0.22105,-0.22105,67.4872,0.22105,-0.22105,0.0
853,HD 209458 b,1,1,1,1,1,48.3016,0.124,-0.1234,48.3016,0.124,-0.1234,6.0
854,HD 210193 b,1,1,1,1,1,42.2029,0.0794,-0.0792,42.2029,0.0794,-0.0792,0.0
855,HD 210277 b,1,1,1,1,1,21.2985,0.022,-0.022,21.2985,0.022,-0.022,1.0
856,HD 210702 b,1,1,1,1,1,54.1963,0.2316,-0.2316,54.1963,0.2316,-0.2316,0.0
857,HD 211403 b,1,1,1,1,1,83.0919,0.2375,-0.2361,83.0919,0.2375,-0.2361,1.0
858,HD 211810 b,1,1,1,1,1,64.6353,0.131,-0.1304,64.6353,0.131,-0.1304,0.0
859,HD 211970 b,1,1,1,1,1,13.1277,0.0069,-0.007,13.1277,0.0069,-0.007,0.0
860,HD 212301 b,1,2,1,1,1,54.2304,0.086,-0.0857,54.2304,0.086,-0.0857,2.0
861,HD 212771 b,1,1,1,1,1,111.155,0.5445,-0.5445,111.155,0.5445,-0.5445,0.0
862,HD 213240 b,1,2,1,1,1,40.8707,0.0626,-0.0625,40.8707,0.0626,-0.0625,3.0
863,HD 213472 b,1,1,1,1,1,64.4527,0.1509,-0.1501,64.4527,0.1509,-0.1501,0.0
864,HD 213519 b,1,1,1,1,1,41.0014,0.0567,-0.0565,41.0014,0.0567,-0.0565,0.0
865,HD 213885 b,1,1,2,4,2,48.0883,0.0991,-0.0987,48.0883,0.0991,-0.0987,0.0
866,HD 213885 c,2,1,2,1,1,48.0883,0.0991,-0.0987,48.0883,0.0991,-0.0987,0.0
867,HD 21411 b,1,1,1,1,1,29.1328,0.0312,-0.0312,29.1328,0.0312,-0.0312,1.0
868,HD 214823 b,1,2,1,1,1,101.368,0.489,-0.485,101.368,0.489,-0.485,1.0
869,HD 215152 b,1,1,4,1,1,21.5974,0.0488,-0.0485,21.5974,0.0488,-0.0485,0.0
870,HD 215152 c,2,1,4,1,1,21.5974,0.0488,-0.0485,21.5974,0.0488,-0.0485,0.0
871,HD 215152 d,3,1,4,1,1,21.5974,0.0488,-0.0485,21.5974,0.0488,-0.0485,0.0
872,HD 215152 e,4,1,4,1,1,21.5974,0.0488,-0.0485,21.5974,0.0488,-0.0485,0.0
873,HD 215497 b,1,1,2,1,1,40.5468,0.0537,-0.0535,40.5468,0.0537,-0.0535,0.0
874,HD 215497 c,2,1,2,1,1,40.5468,0.0537,-0.0535,40.5468,0.0537,-0.0535,0.0
875,HD 216435 b,1,1,1,1,1,32.9834,0.0848,-0.0843,32.9834,0.0848,-0.0843,1.0
876,HD 216437 b,1,1,1,1,1,26.6902,0.0322,-0.0321,26.6902,0.0322,-0.0321,2.0
877,HD 216520 b,1,1,2,1,1,19.552,0.0113,-0.0113,19.552,0.0113,-0.0113,0.0
878,HD 216520 c,2,1,2,1,1,19.552,0.0113,-0.0113,19.552,0.0113,-0.0113,0.0
879,HD 216536 b,1,1,1,1,1,376.233,3.7745,-3.7745,376.233,3.7745,-3.7745,0.0
880,HD 216770 b,1,1,1,1,1,36.6625,0.0984,-0.0979,36.6625,0.0984,-0.0979,1.0
881,HD 21693 b,1,1,2,1,1,33.255,0.0349,-0.0348,33.255,0.0349,-0.0348,0.0
882,HD 21693 c,2,1,2,1,1,33.255,0.0349,-0.0348,33.255,0.0349,-0.0348,0.0
883,HD 217107 b,1,1,2,1,1,20.0619,0.0232,-0.0233,20.0619,0.0232,-0.0233,2.0
884,HD 217107 c,2,1,2,1,1,20.0619,0.0232,-0.0233,20.0619,0.0232,-0.0233,2.0
885,HD 21749 c,2,1,2,4,2,16.32,0.0071,-0.0071,16.32,0.0071,-0.0071,0.0
886,HD 217786 b,1,2,2,1,1,55.4847,0.2469,-0.2448,55.4847,0.2469,-0.2448,1.0
887,HD 217786 c,2,2,2,1,1,55.4847,0.2469,-0.2448,55.4847,0.2469,-0.2448,1.0
888,HD 217958 b,1,1,1,1,1,61.7957,0.2099,-0.2086,61.7957,0.2099,-0.2086,0.0
889,HD 218566 b,1,1,1,1,1,28.8274,0.0429,-0.0427,28.8274,0.0429,-0.0427,1.0
890,HD 219077 b,1,1,1,1,1,29.1864,0.0372,-0.0372,29.1864,0.0372,-0.0372,0.0
891,HD 219134 b,1,1,6,1,1,6.53127,0.00384,-0.00385,6.53127,0.00384,-0.00385,2.0
892,HD 219134 c,2,1,6,1,1,6.53127,0.00384,-0.00385,6.53127,0.00384,-0.00385,2.0
893,HD 219134 d,3,1,6,1,1,6.53127,0.00384,-0.00385,6.53127,0.00384,-0.00385,1.0
894,HD 219134 f,5,1,6,1,1,6.53127,0.00384,-0.00385,6.53127,0.00384,-0.00385,2.0
895,HD 219134 g,6,1,6,1,1,6.53127,0.00384,-0.00385,6.53127,0.00384,-0.00385,1.0
896,HD 219134 h,7,1,6,1,1,6.53127,0.00384,-0.00385,6.53127,0.00384,-0.00385,3.0
897,HD 219139 b,1,1,1,1,1,104.935,1.146,-1.121,104.935,1.146,-1.121,0.0
898,HD 219415 b,1,1,1,1,1,165.184,0.895,-0.895,165.184,0.895,-0.895,0.0
899,HD 219666 b,1,1,1,4,2,94.1719,0.2518,-0.2506,94.1719,0.2518,-0.2506,0.0
900,HD 219828 b,1,1,2,1,1,73.114,0.357,-0.3536,73.114,0.357,-0.3536,1.0
901,HD 219828 c,2,1,2,1,1,73.114,0.357,-0.3536,73.114,0.357,-0.3536,1.0
902,HD 220074 b,1,1,1,1,1,324.54,6.443,-6.201,324.54,6.443,-6.201,0.0
903,HD 220197 b,1,1,1,1,1,64.411,0.1944,-0.1932,64.411,0.1944,-0.1932,0.0
904,HD 220689 b,1,1,1,1,1,46.8778,0.1048,-0.1044,46.8778,0.1048,-0.1044,0.0
905,HD 220773 b,1,1,1,1,1,50.5103,0.1726,-0.1715,50.5103,0.1726,-0.1715,0.0
906,HD 220842 b,1,2,1,1,1,64.6498,0.1678,-0.1669,64.6498,0.1678,-0.1669,1.0
907,HD 221287 b,1,1,1,1,1,55.9231,0.1268,-0.1263,55.9231,0.1268,-0.1263,1.0
908,HD 221416 b,1,1,1,4,2,95.5483,0.7364,-0.7254,95.5483,0.7364,-0.7254,0.0
909,HD 221420 b,1,1,1,1,1,31.1415,0.0376,-0.0376,31.1415,0.0376,-0.0376,2.0
910,HD 221585 b,1,1,1,1,1,55.8535,0.1017,-0.1014,55.8535,0.1017,-0.1014,0.0
911,HD 222076 b,1,1,1,1,1,91.1538,0.1811,-0.1805,91.1538,0.1811,-0.1805,0.0
912,HD 222155 b,1,1,1,1,1,50.6078,0.0831,-0.0827,50.6078,0.0831,-0.0827,0.0
913,HD 222582 b,1,2,1,1,1,42.1586,0.1088,-0.1083,42.1586,0.1088,-0.1083,1.0
914,HD 224538 b,1,1,1,1,1,79.0608,0.1854,-0.1846,79.0608,0.1854,-0.1846,0.0
915,HD 224693 b,1,1,1,1,1,93.5015,0.5108,-0.5053,93.5015,0.5108,-0.5053,0.0
916,HD 22496 b,1,1,1,1,1,13.5956,0.0072,-0.0072,13.5956,0.0072,-0.0072,0.0
917,HD 22532 b,1,1,1,1,1,161.183,0.655,-0.655,161.183,0.655,-0.655,0.0
918,HD 22781 b,1,1,1,1,1,32.6034,0.1151,-0.1143,32.6034,0.1151,-0.1143,1.0
919,HD 22946 d,3,1,3,4,2,62.7792,0.1161,-0.1156,62.7792,0.1161,-0.1156,2.0
920,HD 23079 b,1,1,1,1,1,33.4591,0.0349,-0.0348,33.4591,0.0349,-0.0348,1.0
921,HD 23127 b,1,1,1,1,1,93.8555,0.2059,-0.205,93.8555,0.2059,-0.205,1.0
922,HD 231701 b,1,1,1,1,1,108.877,0.471,-0.467,108.877,0.471,-0.467,2.0
923,HD 233604 b,1,1,1,1,1,847.058,26.599,-26.599,847.058,26.599,-26.599,0.0
924,HD 233832 b,1,2,1,1,1,58.742,0.2626,-0.2602,58.742,0.2626,-0.2602,2.0
925,HD 23472 b,1,1,5,4,2,39.0341,0.0401,-0.04,39.0341,0.0401,-0.04,0.0
926,HD 23472 c,2,1,5,4,2,39.0341,0.0401,-0.04,39.0341,0.0401,-0.04,0.0
927,HD 23472 d,3,1,5,4,2,39.0341,0.0401,-0.04,39.0341,0.0401,-0.04,0.0
928,HD 23472 e,4,1,5,4,2,39.0341,0.0401,-0.04,39.0341,0.0401,-0.04,0.0
929,HD 23472 f,5,1,5,4,2,39.0341,0.0401,-0.04,39.0341,0.0401,-0.04,0.0
930,HD 235088 b,1,1,1,4,2,41.1706,0.0414,-0.0414,41.1706,0.0414,-0.0414,1.0
931,HD 23596 b,1,2,1,1,1,52.0018,0.1026,-0.1022,52.0018,0.1026,-0.1022,1.0
932,HD 238090 b,1,1,1,1,1,15.2354,0.00625,-0.00625,15.2354,0.00625,-0.00625,0.0
933,HD 238914 b,1,1,1,1,1,519.452,8.2395,-8.2395,519.452,8.2395,-8.2395,0.0
934,HD 240210 b,1,1,1,1,1,372.405,4.88,-4.88,372.405,4.88,-4.88,0.0
935,HD 240237 b,1,1,1,1,1,933.377,31.9885,-31.9885,933.377,31.9885,-31.9885,0.0
936,HD 24040 b,1,1,2,1,1,46.6224,0.1362,-0.1355,46.6224,0.1362,-0.1355,0.0
937,HD 24040 c,2,1,2,1,1,46.6224,0.1362,-0.1355,46.6224,0.1362,-0.1355,0.0
938,HD 24064 b,1,1,1,1,1,300.247,1.95,-1.926,300.247,1.95,-1.926,0.0
939,HD 24085 b,1,1,1,1,1,54.9004,0.0745,-0.0743,54.9004,0.0745,-0.0743,0.0
940,HD 25015 b,1,1,1,1,1,37.433,0.0689,-0.0687,37.433,0.0689,-0.0687,0.0
941,HD 25171 b,1,2,1,1,1,55.6146,0.0928,-0.0925,55.6146,0.0928,-0.0925,1.0
942,HD 25723 b,1,1,1,1,1,114.816,1.357,-1.326,114.816,1.357,-1.326,1.0
943,HD 25912 b,1,1,2,1,1,49.1661,0.0576,-0.0575,49.1661,0.0576,-0.0575,0.0
944,HD 25912 c,2,1,2,1,1,49.1661,0.0576,-0.0575,49.1661,0.0576,-0.0575,0.0
945,HD 260655 b,1,1,2,4,2,10.0055,0.00505,-0.00505,10.0055,0.00505,-0.00505,1.0
946,HD 260655 c,2,1,2,4,2,10.0055,0.00505,-0.00505,10.0055,0.00505,-0.00505,1.0
947,HD 26161 b,1,1,1,1,1,40.9128,0.0764,-0.0761,40.9128,0.0764,-0.0761,0.0
948,HD 2638 b,1,3,1,1,1,54.9621,0.1556,-0.1547,54.9621,0.1556,-0.1547,2.0
949,HD 2685 b,1,1,1,4,2,196.852,0.777,-0.771,196.852,0.777,-0.771,0.0
950,HD 26965 b,1,3,1,1,1,5.03545,0.01306,-0.013,5.03545,0.01306,-0.013,4.0
951,HD 27442 b,1,2,1,1,1,18.2704,0.0545,-0.0545,18.2704,0.0545,-0.0545,5.0
952,HD 27631 b,1,1,1,1,1,50.2862,0.0823,-0.0821,50.2862,0.0823,-0.0821,0.0
953,HD 27894 b,1,1,3,1,1,43.8214,0.0593,-0.0591,43.8214,0.0593,-0.0591,1.0
954,HD 27894 c,2,1,3,1,1,43.8214,0.0593,-0.0591,43.8214,0.0593,-0.0591,1.0
955,HD 27894 d,3,1,3,1,1,43.8214,0.0593,-0.0591,43.8214,0.0593,-0.0591,1.0
956,HD 27969 b,1,1,1,1,1,67.9328,0.3043,-0.3018,67.9328,0.3043,-0.3018,0.0
957,HD 28109 b,1,1,3,4,2,139.611,0.429,-0.427,139.611,0.429,-0.427,0.0
958,HD 28109 c,2,1,3,4,2,139.611,0.429,-0.427,139.611,0.429,-0.427,0.0
959,HD 28109 d,3,1,3,4,2,139.611,0.429,-0.427,139.611,0.429,-0.427,0.0
960,HD 28185 b,1,1,2,1,1,39.3809,0.0637,-0.0636,39.3809,0.0637,-0.0636,1.0
961,HD 28185 c,2,1,2,1,1,39.3809,0.0637,-0.0636,39.3809,0.0637,-0.0636,1.0
962,HD 28192 b,1,1,1,1,1,49.8063,0.1416,-0.1409,49.8063,0.1416,-0.1409,0.0
963,HD 28254 b,1,2,1,1,1,55.2884,0.0936,-0.0933,55.2884,0.0936,-0.0933,5.0
964,HD 285507 b,1,1,1,1,1,45.0293,0.244,-0.2414,45.0293,0.244,-0.2414,0.0
965,HD 285968 b,1,1,1,1,1,9.47045,0.006325,-0.006325,9.47045,0.006325,-0.006325,1.0
966,HD 28678 b,1,1,1,1,1,189.908,2.3275,-2.3275,189.908,2.3275,-2.3275,0.0
967,HD 29021 b,1,1,1,1,1,30.9939,0.0422,-0.0421,30.9939,0.0422,-0.0421,2.0
968,HD 290327 b,1,1,1,1,1,56.433,0.1483,-0.1474,56.433,0.1483,-0.1474,0.0
969,HD 29399 b,1,1,1,1,1,44.1518,0.1069,-0.1069,44.1518,0.1069,-0.1069,0.0
970,HD 2952 b,1,1,1,1,1,110.103,0.657,-0.649,110.103,0.657,-0.649,0.0
971,HD 29985 b,1,1,1,1,1,31.2707,0.0217,-0.0217,31.2707,0.0217,-0.0217,0.0
972,HD 30177 b,1,1,2,1,1,55.5867,0.127,-0.1264,55.5867,0.127,-0.1264,2.0
973,HD 30177 c,2,1,2,1,1,55.5867,0.127,-0.1264,55.5867,0.127,-0.1264,2.0
974,HD 30562 b,1,1,1,1,1,26.1597,0.0564,-0.0563,26.1597,0.0564,-0.0563,0.0
975,HD 30669 b,1,1,1,1,1,58.0844,0.0878,-0.0876,58.0844,0.0878,-0.0876,0.0
976,HD 30856 b,1,2,1,1,1,131.199,0.549,-0.549,131.199,0.549,-0.549,1.0
977,HD 31253 b,1,1,1,1,1,58.1438,0.1507,-0.1498,58.1438,0.1507,-0.1498,1.0
978,HD 31527 b,1,1,3,1,1,38.4473,0.0408,-0.0408,38.4473,0.0408,-0.0408,0.0
979,HD 31527 c,2,1,3,1,1,38.4473,0.0408,-0.0408,38.4473,0.0408,-0.0408,0.0
980,HD 31527 d,3,1,3,1,1,38.4473,0.0408,-0.0408,38.4473,0.0408,-0.0408,0.0
981,HD 3167 b,1,1,4,4,2,47.2899,0.1485,-0.1475,47.2899,0.1485,-0.1475,2.0
982,HD 3167 c,2,1,4,4,2,47.2899,0.1485,-0.1475,47.2899,0.1485,-0.1475,2.0
983,HD 3167 d,3,1,4,1,1,47.2899,0.1485,-0.1475,47.2899,0.1485,-0.1475,2.0
984,HD 3167 e,4,1,4,1,2,47.2899,0.1485,-0.1475,47.2899,0.1485,-0.1475,2.0
985,HD 32518 b,1,1,1,1,1,122.115,0.306,-0.306,122.115,0.306,-0.306,0.0
