Unnamed: 0,pl_name,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_locale,sy_dist,sy_disterr1,sy_disterr2,sy_dist.1,sy_disterr1.1,sy_disterr2.1,pl_nnotes
4585,Kepler-917 b,1,1,1,4,2,3460.51,1507.57,-865.6,3460.51,1507.57,-865.6,1.0
4586,Kepler-918 b,1,1,1,4,2,1025.03,32.41,-30.523,1025.03,32.41,-30.523,1.0
4587,Kepler-919 b,1,1,1,4,2,1119.87,38.43,-36.0,1119.87,38.43,-36.0,1.0
4588,Kepler-92 b,1,1,3,4,2,477.992,5.43,-5.312,477.992,5.43,-5.312,1.0
4589,Kepler-92 c,2,1,3,4,2,477.992,5.43,-5.312,477.992,5.43,-5.312,1.0
4590,Kepler-92 d,3,1,3,4,2,477.992,5.43,-5.312,477.992,5.43,-5.312,1.0
4591,Kepler-920 b,1,1,2,4,2,1001.68,26.32,-25.037,1001.68,26.32,-25.037,1.0
4592,Kepler-920 c,2,1,2,4,2,1001.68,26.32,-25.037,1001.68,26.32,-25.037,1.0
4593,Kepler-921 b,1,1,1,4,2,934.49,17.7865,-17.7865,934.49,17.7865,-17.7865,1.0
4594,Kepler-922 b,1,1,1,4,2,536.323,3.8575,-3.8575,536.323,3.8575,-3.8575,1.0
4595,Kepler-923 b,1,1,1,4,2,1000.28,20.3,-19.529,1000.28,20.3,-19.529,1.0
4596,Kepler-924 b,1,1,1,4,2,1053.04,22.09,-21.21,1053.04,22.09,-21.21,1.0
4597,Kepler-925 b,1,1,1,4,2,611.115,15.205,-15.205,611.115,15.205,-15.205,1.0
4598,Kepler-926 b,1,1,1,4,2,921.361,30.245,-28.413,921.361,30.245,-28.413,1.0
4599,Kepler-927 b,1,1,1,4,2,831.685,12.969,-12.584,831.685,12.969,-12.584,1.0
4600,Kepler-928 b,1,1,1,4,2,508.809,7.163,-6.97,508.809,7.163,-6.97,1.0
4601,Kepler-929 b,1,1,1,4,2,1311.23,35.4,-33.62,1311.23,35.4,-33.62,1.0
4602,Kepler-93 b,1,1,2,4,2,95.9115,0.2217,-0.2206,95.9115,0.2217,-0.2206,2.0
4603,Kepler-93 c,2,1,2,1,1,95.9115,0.2217,-0.2206,95.9115,0.2217,-0.2206,0.0
4604,Kepler-930 b,1,1,1,4,2,848.396,11.668,-11.668,848.396,11.668,-11.668,1.0
4605,Kepler-931 b,1,1,1,4,2,490.0,53.414,-35.207,490.0,53.414,-35.207,1.0
4606,Kepler-932 b,1,1,1,4,2,465.612,4.203,-4.129,465.612,4.203,-4.129,1.0
4607,Kepler-933 b,1,1,1,4,2,1017.2,29.37,-27.787,1017.2,29.37,-27.787,1.0
4608,Kepler-934 b,1,1,1,4,2,608.738,8.995,-8.741,608.738,8.995,-8.741,1.0
4609,Kepler-935 b,1,1,1,4,2,471.782,4.085,-4.085,471.782,4.085,-4.085,1.0
4610,Kepler-936 b,1,1,1,4,2,823.399,4.8765,-4.7835,823.399,4.8765,-4.7835,1.0
4611,Kepler-937 b,1,1,2,4,2,1571.46,61.055,-61.055,1571.46,61.055,-61.055,1.0
4612,Kepler-937 c,2,1,2,4,2,1571.46,61.055,-61.055,1571.46,61.055,-61.055,1.0
4613,Kepler-938 b,1,1,1,4,2,1182.05,4.8765,-4.7835,1182.05,4.8765,-4.7835,1.0
4614,Kepler-939 b,1,1,1,4,2,2093.62,147.37,-147.37,2093.62,147.37,-147.37,1.0
4615,Kepler-94 b,1,1,2,4,2,191.904,0.821,-0.814,191.904,0.821,-0.814,1.0
4616,Kepler-94 c,2,1,2,1,1,191.904,0.821,-0.814,191.904,0.821,-0.814,0.0
4617,Kepler-940 b,1,1,1,4,2,1260.78,59.01,-59.01,1260.78,59.01,-59.01,1.0
4618,Kepler-941 b,1,1,1,4,2,1088.36,38.345,-38.345,1088.36,38.345,-38.345,1.0
4619,Kepler-942 b,1,1,1,4,2,216.354,0.653,-0.649,216.354,0.653,-0.649,1.0
4620,Kepler-943 b,1,1,1,4,2,2300.53,170.09,-148.69,2300.53,170.09,-148.69,1.0
4621,Kepler-944 b,1,1,1,4,2,1349.43,56.125,-56.125,1349.43,56.125,-56.125,1.0
4622,Kepler-945 b,1,1,1,4,2,1651.25,103.11,-91.87,1651.25,103.11,-91.87,1.0
4623,Kepler-946 b,1,1,1,4,2,1137.29,29.83,-28.37,1137.29,29.83,-28.37,1.0
4624,Kepler-947 b,1,1,1,4,2,1730.78,99.26,-89.22,1730.78,99.26,-89.22,1.0
4625,Kepler-948 b,1,1,1,4,2,868.017,15.0325,-15.0325,868.017,15.0325,-15.0325,1.0
4626,Kepler-949 b,1,1,2,4,2,486.105,5.387,-5.387,486.105,5.387,-5.387,1.0
4627,Kepler-949 c,2,1,2,4,2,486.105,5.387,-5.387,486.105,5.387,-5.387,0.0
4628,Kepler-95 b,1,1,1,4,2,445.656,5.783,-5.64,445.656,5.783,-5.64,1.0
4629,Kepler-950 b,1,1,1,4,2,2161.6,199.49,-169.19,2161.6,199.49,-169.19,1.0
4630,Kepler-951 b,1,2,1,4,2,382.509,3.467,-3.406,382.509,3.467,-3.406,2.0
4631,Kepler-952 b,1,1,1,4,2,1304.25,42.82,-40.23,1304.25,42.82,-40.23,2.0
4632,Kepler-953 b,1,1,2,4,2,258.893,4.8765,-4.7835,258.893,4.8765,-4.7835,1.0
4633,Kepler-953 c,2,1,2,4,2,258.893,4.8765,-4.7835,258.893,4.8765,-4.7835,1.0
4634,Kepler-954 b,1,1,1,4,2,215.814,1.148,-1.135,215.814,1.148,-1.135,1.0
4635,Kepler-955 b,1,1,1,4,2,550.383,6.795,-6.635,550.383,6.795,-6.635,1.0
4636,Kepler-956 b,1,1,1,4,2,544.939,4.292,-4.226,544.939,4.292,-4.226,1.0
4637,Kepler-957 b,1,1,1,4,2,824.688,20.222,-20.222,824.688,20.222,-20.222,1.0
4638,Kepler-958 b,1,1,1,4,2,449.773,2.8855,-2.8855,449.773,2.8855,-2.8855,1.0
4639,Kepler-959 b,1,1,1,4,2,807.729,14.099,-13.631,807.729,14.099,-13.631,1.0
4640,Kepler-96 b,1,1,1,4,2,122.881,0.404,-0.401,122.881,0.404,-0.401,1.0
4641,Kepler-960 b,1,1,1,4,2,284.916,1.6,-1.6,284.916,1.6,-1.6,1.0
4642,Kepler-961 b,1,1,1,4,2,574.314,5.816,-5.702,574.314,5.816,-5.702,1.0
4643,Kepler-962 b,1,1,1,4,2,411.486,2.3,-2.3,411.486,2.3,-2.3,1.0
4644,Kepler-963 b,1,1,1,4,2,771.494,12.801,-12.397,771.494,12.801,-12.397,1.0
4645,Kepler-964 b,1,1,1,4,2,454.626,4.5565,-4.5565,454.626,4.5565,-4.5565,1.0
4646,Kepler-965 b,1,1,1,4,2,582.828,6.279,-6.148,582.828,6.279,-6.148,1.0
4647,Kepler-966 b,1,1,1,4,2,1027.8,21.01,-20.19,1027.8,21.01,-20.19,1.0
4648,Kepler-967 b,1,1,2,4,2,568.546,4.8765,-4.7835,568.546,4.8765,-4.7835,1.0
4649,Kepler-967 c,2,1,2,4,2,568.546,4.8765,-4.7835,568.546,4.8765,-4.7835,1.0
4650,Kepler-968 b,1,1,3,4,2,290.324,1.448,-1.435,290.324,1.448,-1.435,1.0
4651,Kepler-968 c,2,1,3,4,2,290.324,1.448,-1.435,290.324,1.448,-1.435,1.0
4652,Kepler-969 b,1,1,2,4,2,390.354,2.572,-2.572,390.354,2.572,-2.572,1.0
4653,Kepler-969 c,2,1,2,4,2,390.354,2.572,-2.572,390.354,2.572,-2.572,1.0
4654,Kepler-97 b,1,1,2,4,2,400.907,3.552,-3.491,400.907,3.552,-3.491,1.0
4655,Kepler-97 c,2,1,2,1,1,400.907,3.552,-3.491,400.907,3.552,-3.491,0.0
4656,Kepler-970 b,1,2,1,4,2,331.545,2.4355,-2.4355,331.545,2.4355,-2.4355,2.0
4657,Kepler-971 b,1,1,1,4,2,338.522,6.764,-6.509,338.522,6.764,-6.509,1.0
4658,Kepler-972 b,1,1,1,4,2,1198.03,37.3,-35.15,1198.03,37.3,-35.15,1.0
4659,Kepler-973 b,1,1,1,4,2,328.52,4.72,-4.591,328.52,4.72,-4.591,1.0
4660,Kepler-974 b,1,1,1,4,2,134.311,0.447,-0.444,134.311,0.447,-0.444,1.0
4661,Kepler-975 b,1,1,2,4,2,426.088,3.564,-3.564,426.088,3.564,-3.564,1.0
4662,Kepler-975 c,2,1,2,4,2,426.088,3.564,-3.564,426.088,3.564,-3.564,0.0
4663,Kepler-976 b,1,1,1,4,2,1012.41,34.57,-32.399,1012.41,34.57,-32.399,1.0
4664,Kepler-977 b,1,1,1,4,2,568.751,6.412,-6.412,568.751,6.412,-6.412,1.0
4665,Kepler-978 b,1,1,1,4,2,682.522,4.8765,-4.7835,682.522,4.8765,-4.7835,1.0
4666,Kepler-979 b,1,1,1,4,2,576.503,7.0565,-7.0565,576.503,7.0565,-7.0565,1.0
4667,Kepler-98 b,1,1,1,4,2,350.315,2.978,-2.929,350.315,2.978,-2.929,1.0
4668,Kepler-980 b,1,1,1,4,2,961.468,16.671,-16.671,961.468,16.671,-16.671,1.0
4669,Kepler-981 b,1,1,1,4,2,878.082,14.1885,-14.1885,878.082,14.1885,-14.1885,1.0
4670,Kepler-982 b,1,1,1,4,2,801.479,15.332,-14.778,801.479,15.332,-14.778,1.0
4671,Kepler-983 b,1,1,1,4,2,714.437,4.8765,-4.7835,714.437,4.8765,-4.7835,1.0
4672,Kepler-984 b,1,1,1,4,2,460.188,3.22,-3.176,460.188,3.22,-3.176,1.0
4673,Kepler-985 b,1,1,1,4,2,679.361,9.344,-9.097,679.361,9.344,-9.097,1.0
4674,Kepler-986 b,1,1,1,4,2,548.364,5.8855,-5.8855,548.364,5.8855,-5.8855,1.0
4675,Kepler-987 b,1,1,1,4,2,914.126,17.001,-16.401,914.126,17.001,-16.401,1.0
4676,Kepler-988 b,1,1,1,4,2,304.889,2.6495,-2.6495,304.889,2.6495,-2.6495,1.0
4677,Kepler-989 b,1,1,1,4,2,491.978,4.72,-4.632,491.978,4.72,-4.632,1.0
4678,Kepler-99 b,1,2,1,4,2,208.369,1.042,-1.031,208.369,1.042,-1.031,2.0
4679,Kepler-990 b,1,1,2,4,2,802.163,12.304,-12.304,802.163,12.304,-12.304,1.0
4680,Kepler-990 c,2,1,2,4,2,802.163,12.304,-12.304,802.163,12.304,-12.304,1.0
4681,Kepler-991 b,1,1,1,4,2,389.561,3.851,-3.777,389.561,3.851,-3.777,1.0
4682,Kepler-992 b,1,1,1,4,2,259.639,1.096,-1.087,259.639,1.096,-1.087,1.0
4683,Kepler-993 b,1,1,1,4,2,324.423,4.4905,-4.4905,324.423,4.4905,-4.4905,1.0
4684,Kepler-994 b,1,1,1,4,2,188.158,0.7305,-0.7305,188.158,0.7305,-0.7305,1.0
4685,Kepler-995 b,1,1,1,4,2,609.638,9.12,-8.859,609.638,9.12,-8.859,1.0
4686,Kepler-996 b,1,1,1,4,2,1216.58,28.08,-28.08,1216.58,28.08,-28.08,1.0
4687,Kepler-997 b,1,1,1,4,2,467.568,5.707,-5.574,467.568,5.707,-5.574,1.0
4688,Kepler-998 b,1,1,1,4,2,986.364,15.666,-15.197,986.364,15.666,-15.197,1.0
4689,Kepler-999 b,1,1,1,4,2,545.063,8.197,-7.962,545.063,8.197,-7.962,1.0
4690,L 168-9 b,1,1,1,4,2,25.1496,0.0239,-0.0239,25.1496,0.0239,-0.0239,0.0
4691,L 363-38 b,1,1,1,1,1,10.2295,0.0086,-0.0086,10.2295,0.0086,-0.0086,1.0
4692,L 98-59 b,1,1,4,4,2,10.6194,0.0032,-0.0032,10.6194,0.0032,-0.0032,0.0
4693,L 98-59 c,2,1,4,4,2,10.6194,0.0032,-0.0032,10.6194,0.0032,-0.0032,0.0
4694,L 98-59 d,3,1,4,4,2,10.6194,0.0032,-0.0032,10.6194,0.0032,-0.0032,0.0
4695,L 98-59 e,4,1,4,1,3,10.6194,0.0032,-0.0032,10.6194,0.0032,-0.0032,0.0
4696,LHS 1140 b,1,1,2,4,1,14.9861,0.0153,-0.0152,14.9861,0.0153,-0.0152,1.0
4697,LHS 1140 c,2,1,2,4,3,14.9861,0.0153,-0.0152,14.9861,0.0153,-0.0152,1.0
4698,LHS 1478 b,1,1,1,4,2,18.2276,0.011,-0.011,18.2276,0.011,-0.011,0.0
4699,LHS 1678 b,1,2,2,4,2,19.8782,0.0094,-0.0094,19.8782,0.0094,-0.0094,2.0
4700,LHS 1678 c,2,2,2,4,2,19.8782,0.0094,-0.0094,19.8782,0.0094,-0.0094,2.0
4701,LHS 1815 b,1,1,1,4,2,29.8424,0.0239,-0.0239,29.8424,0.0239,-0.0239,0.0
4702,LHS 3844 b,1,1,1,4,2,14.8846,0.0113,-0.0113,14.8846,0.0113,-0.0113,0.0
4703,LHS 475 b,1,1,1,4,2,12.4814,0.0065,-0.0065,12.4814,0.0065,-0.0065,1.0
4704,LP 714-47 b,1,1,1,4,2,52.616,0.11525,-0.11525,52.616,0.11525,-0.11525,0.0
4705,LP 791-18 b,1,1,3,4,2,26.4927,0.064,-0.0638,26.4927,0.064,-0.0638,2.0
4706,LP 791-18 c,2,1,3,4,2,26.4927,0.064,-0.0638,26.4927,0.064,-0.0638,2.0
4707,LP 791-18 d,3,1,3,4,2,26.4927,0.064,-0.0638,26.4927,0.064,-0.0638,2.0
4708,LP 890-9 b,1,1,2,4,2,32.4298,0.0702,-0.0699,32.4298,0.0702,-0.0699,0.0
4709,LP 890-9 c,2,1,2,4,1,32.4298,0.0702,-0.0699,32.4298,0.0702,-0.0699,0.0
4710,LSPM J2116+0234 b,1,1,1,1,1,17.6297,0.01865,-0.01865,17.6297,0.01865,-0.01865,0.0
4711,LTT 1445 A b,1,3,2,4,2,6.86929,0.003805,-0.003805,6.86929,0.003805,-0.003805,2.0
4712,LTT 1445 A c,2,3,2,4,2,6.86929,0.003805,-0.003805,6.86929,0.003805,-0.003805,2.0
4713,LTT 3780 b,1,2,2,4,2,21.9814,0.0403,-0.0402,21.9814,0.0403,-0.0402,1.0
4714,LTT 3780 c,2,2,2,4,2,21.9814,0.0403,-0.0402,21.9814,0.0403,-0.0402,1.0
4715,LTT 9779 b,1,1,1,4,2,80.4373,0.3174,-0.315,80.4373,0.3174,-0.315,0.0
4716,LkCa 15 b,1,1,2,2,1,158.152,1.223,-1.204,158.152,1.223,-1.204,2.0
4717,LkCa 15 c,2,1,2,2,1,158.152,1.223,-1.204,158.152,1.223,-1.204,1.0
4718,Lupus-TR-3 b,1,1,1,4,1,773.409,333.601,-179.29,773.409,333.601,-179.29,0.0
4719,MASCARA-1 b,1,1,1,4,1,182.273,1.963,-1.922,182.273,1.963,-1.922,1.0
4720,MASCARA-4 b,1,2,1,4,1,170.696,0.938,-0.928,170.696,0.938,-0.928,1.0
4721,MOA-2007-BLG-192L b,1,1,1,7,1,1000.0,400.0,-400.0,1000.0,400.0,-400.0,1.0
4722,MOA-2007-BLG-400L b,1,1,1,7,1,6890.0,770.0,-770.0,6890.0,770.0,-770.0,3.0
4723,MOA-2008-BLG-310L b,1,1,1,7,1,7700.0,1100.0,-1100.0,7700.0,1100.0,-1100.0,4.0
4724,MOA-2008-BLG-379L b,1,1,1,7,1,3300.0,1300.0,-1200.0,3300.0,1300.0,-1200.0,3.0
4725,MOA-2009-BLG-266L b,1,1,1,7,1,3040.0,330.0,-330.0,3040.0,330.0,-330.0,2.0
4726,MOA-2009-BLG-319L b,1,1,1,7,1,7050.0,710.0,-710.0,7050.0,710.0,-710.0,2.0
4727,MOA-2009-BLG-387L b,1,1,1,7,1,5690.0,2180.0,-2190.0,5690.0,2180.0,-2190.0,3.0
4728,MOA-2010-BLG-073L b,1,1,1,7,1,2800.0,400.0,-400.0,2800.0,400.0,-400.0,1.0
4729,MOA-2010-BLG-117L b,1,1,1,7,1,3500.0,400.0,-400.0,3500.0,400.0,-400.0,3.0
4730,MOA-2010-BLG-328L b,1,1,1,7,1,810.0,100.0,-100.0,810.0,100.0,-100.0,3.0
4731,MOA-2010-BLG-353L b,1,1,1,7,1,6430.0,1090.0,-1150.0,6430.0,1090.0,-1150.0,2.0
4732,MOA-2010-BLG-477L b,1,1,1,7,1,2300.0,600.0,-600.0,2300.0,600.0,-600.0,3.0
4733,MOA-2011-BLG-028L b,1,1,1,7,1,7380.0,520.0,-620.0,7380.0,520.0,-620.0,2.0
4734,MOA-2011-BLG-262L b,1,1,1,7,1,7200.0,800.0,-800.0,7200.0,800.0,-800.0,5.0
4735,MOA-2011-BLG-291L b,1,1,1,7,1,4400.0,1400.0,-1400.0,4400.0,1400.0,-1400.0,5.0
4736,MOA-2011-BLG-293L b,1,1,1,7,1,7720.0,440.0,-440.0,7720.0,440.0,-440.0,5.0
4737,MOA-2011-BLG-322L b,1,1,1,7,1,7560.0,910.0,-910.0,7560.0,910.0,-910.0,1.0
4738,MOA-2012-BLG-006L b,1,1,1,7,1,5300.0,800.0,-1300.0,5300.0,800.0,-1300.0,1.0
4739,MOA-2012-BLG-505L b,1,1,1,7,1,7210.0,1140.0,-1110.0,7210.0,1140.0,-1110.0,2.0
4740,MOA-2013-BLG-220L b,1,1,1,7,1,6720.0,590.0,-590.0,6720.0,590.0,-590.0,2.0
4741,MOA-2013-BLG-605L b,1,1,1,7,1,850.0,80.0,-80.0,850.0,80.0,-80.0,6.0
4742,MOA-2015-BLG-337L b,1,1,1,7,1,7100.0,1100.0,-1000.0,7100.0,1100.0,-1000.0,4.0
4743,MOA-2016-BLG-227L b,1,1,1,7,1,6500.0,1000.0,-1000.0,6500.0,1000.0,-1000.0,6.0
4744,MOA-2016-BLG-319L b,1,1,1,7,1,6800.0,1200.0,-1400.0,6800.0,1200.0,-1400.0,2.0
4745,MOA-2019-BLG-008L b,1,1,1,7,1,2700.0,300.0,-300.0,2700.0,300.0,-300.0,12.0
4746,MOA-2020-BLG-135L b,1,1,1,7,1,7900.0,1000.0,-1000.0,7900.0,1000.0,-1000.0,2.0
4747,MOA-2020-BLG-208L b,1,1,1,7,1,7490.0,990.0,-1130.0,7490.0,990.0,-1130.0,2.0
4748,MOA-2022-BLG-249L b,1,1,1,7,1,2000.0,420.0,-420.0,2000.0,420.0,-420.0,4.0
4749,MOA-bin-1L b,1,1,1,7,1,5100.0,1200.0,-1900.0,5100.0,1200.0,-1900.0,1.0
4750,MOA-bin-29 b,1,1,1,7,1,7120.0,1150.0,-1050.0,7120.0,1150.0,-1050.0,8.0
4751,MWC 758 c,2,1,1,2,1,159.537,1.742,-1.706,159.537,1.742,-1.706,1.0
4752,MXB 1658-298 b,1,2,1,3,2,415.17,4.8765,-4.7835,415.17,4.8765,-4.7835,2.0
4753,NGC 2682 Sand 364 b,1,1,1,1,1,817.192,39.553,-36.128,817.192,39.553,-36.128,0.0
4754,NGC 2682 Sand 978 b,1,1,1,1,1,821.918,30.526,-30.526,821.918,30.526,-30.526,0.0
4755,NGC 2682 YBP 1194 b,1,1,1,1,1,872.92,28.353,-28.353,872.92,28.353,-28.353,0.0
4756,NGC 2682 YBP 1514 b,1,1,1,1,1,914.221,30.32,-30.32,914.221,30.32,-30.32,0.0
4757,NGC 2682 YBP 401 b,1,1,1,1,1,830.822,21.8685,-21.8685,830.822,21.8685,-21.8685,0.0
4758,NGTS-1 b,1,1,1,4,1,218.121,1.037,-1.037,218.121,1.037,-1.037,0.0
4759,NGTS-10 b,1,1,1,4,1,324.6986504,27.5222874,-27.5222874,324.6986504,27.5222874,-27.5222874,0.0
4760,NGTS-11 b,1,1,1,4,2,190.422,1.777,-1.744,190.422,1.777,-1.744,1.0
4761,NGTS-12 b,1,1,1,4,1,446.442,7.706,-7.453,446.442,7.706,-7.453,0.0
4762,NGTS-13 b,1,1,1,4,1,647.595,15.059,-14.402,647.595,15.059,-14.402,0.0
4763,NGTS-14 A b,1,2,1,4,1,322.148,3.632,-3.553,322.148,3.632,-3.553,1.0
4764,NGTS-15 b,1,1,1,4,1,786.485,10.685,-10.408,786.485,10.685,-10.408,1.0
4765,NGTS-16 b,1,1,1,4,1,898.168,17.701,-17.042,898.168,17.701,-17.042,1.0
4766,NGTS-17 b,1,1,1,4,1,1040.28,22.05,-21.16,1040.28,22.05,-21.16,1.0
4767,NGTS-18 b,1,1,1,4,1,1096.19,43.11,-40.02,1096.19,43.11,-40.02,1.0
4768,NGTS-2 b,1,1,1,4,1,356.391,8.2,-7.845,356.391,8.2,-7.845,0.0
4769,NGTS-20 b,1,1,1,4,2,382.898,7.433,-7.159,382.898,7.433,-7.159,1.0
4770,NGTS-21 b,1,1,1,4,1,592.891,15.995,-15.19,592.891,15.995,-15.19,0.0
4771,NGTS-23 b,1,1,1,4,1,1074.95,19.91,-19.21,1074.95,19.91,-19.21,0.0
4772,NGTS-24 b,1,1,1,4,1,683.062,11.048,-10.709,683.062,11.048,-10.709,0.0
4773,NGTS-25 b,1,1,1,4,1,521.233,8.367,-8.112001,521.233,8.367,-8.112001,0.0
4774,NGTS-3 A b,1,2,1,4,1,743.972,10.892,-10.588,743.972,10.892,-10.588,1.0
4775,NGTS-4 b,1,1,1,4,1,280.555,1.822,-1.799,280.555,1.822,-1.799,0.0
4776,NGTS-5 b,1,1,1,4,1,306.779,2.601,-2.558,306.779,2.601,-2.558,0.0
4777,NGTS-6 b,1,1,1,4,1,308.262,1.418,-1.407,308.262,1.418,-1.407,1.0
4778,NGTS-8 b,1,1,1,4,1,428.976,5.621,-5.481,428.976,5.621,-5.481,0.0
4779,NGTS-9 b,1,1,1,4,1,609.128,15.952,-15.171,609.128,15.952,-15.171,0.0
4780,NN Ser c,2,2,2,3,1,515.818,28.166,-25.435,515.818,28.166,-25.435,1.0
4781,NN Ser d,3,2,2,3,1,515.818,28.166,-25.435,515.818,28.166,-25.435,1.0
4782,NSVS 14256825 b,1,2,1,3,1,820.877,41.457,-41.457,820.877,41.457,-41.457,2.0
4783,NY Vir b,1,2,2,3,1,544.024,18.8765,-18.8765,544.024,18.8765,-18.8765,1.0
4784,NY Vir c,2,2,2,3,1,544.024,18.8765,-18.8765,544.024,18.8765,-18.8765,1.0
4785,OGLE-2003-BLG-235L b,1,1,1,7,1,5800.0,600.0,-700.0,5800.0,600.0,-700.0,2.0
4786,OGLE-2005-BLG-071L b,1,1,1,7,1,3200.0,400.0,-400.0,3200.0,400.0,-400.0,6.0
4787,OGLE-2005-BLG-169L b,1,1,1,7,1,4100.0,400.0,-400.0,4100.0,400.0,-400.0,5.0
4788,OGLE-2005-BLG-390L b,1,1,1,7,1,6600.0,1000.0,-1000.0,6600.0,1000.0,-1000.0,1.0
4789,OGLE-2006-BLG-109L b,1,1,2,7,1,1510.0,110.0,-120.0,1510.0,110.0,-120.0,2.0
4790,OGLE-2006-BLG-109L c,2,1,2,7,1,1510.0,110.0,-120.0,1510.0,110.0,-120.0,2.0
4791,OGLE-2006-BLG-284L A b,1,2,1,7,1,4000.0,1500.0,-1500.0,4000.0,1500.0,-1500.0,2.0
4792,OGLE-2007-BLG-349L AB c,2,2,1,7,1,2760.0,380.0,-380.0,2760.0,380.0,-380.0,3.0
4793,OGLE-2007-BLG-368L b,1,1,1,7,1,5900.0,900.0,-1400.0,5900.0,900.0,-1400.0,1.0
4794,OGLE-2008-BLG-092L b,1,2,1,7,1,8100.0,4.8765,-4.7835,8100.0,4.8765,-4.7835,2.0
4795,OGLE-2008-BLG-355L b,1,1,1,7,1,6800.0,1100.0,-1100.0,6800.0,1100.0,-1100.0,1.0
4796,OGLE-2011-BLG-0173L b,1,1,1,7,1,6100.0,1300.0,-1700.0,6100.0,1300.0,-1700.0,5.0
4797,OGLE-2011-BLG-0251L b,1,1,1,7,1,2570.0,610.0,-610.0,2570.0,610.0,-610.0,2.0
4798,OGLE-2011-BLG-0265L b,1,1,1,7,1,4380.0,510.0,-450.0,4380.0,510.0,-450.0,2.0
4799,OGLE-2012-BLG-0026L b,1,1,2,7,1,4019.0,380.0,-380.0,4019.0,380.0,-380.0,2.0
4800,OGLE-2012-BLG-0026L c,2,1,2,7,1,4019.0,380.0,-380.0,4019.0,380.0,-380.0,2.0
4801,OGLE-2012-BLG-0358L b,1,1,1,7,1,1760.0,130.0,-130.0,1760.0,130.0,-130.0,3.0
4802,OGLE-2012-BLG-0406L b,1,1,1,7,1,4970.0,290.0,-290.0,4970.0,290.0,-290.0,4.0
4803,OGLE-2012-BLG-0563L b,1,1,1,7,1,1300.0,600.0,-800.0,1300.0,600.0,-800.0,2.0
4804,OGLE-2012-BLG-0724L b,1,1,1,7,1,6700.0,1100.0,-1200.0,6700.0,1100.0,-1200.0,2.0
4805,OGLE-2012-BLG-0838L b,1,1,1,7,1,6320.0,830.0,-1040.0,6320.0,830.0,-1040.0,1.0
4806,OGLE-2012-BLG-0950L b,1,1,1,7,1,2600.0,500.0,-700.0,2600.0,500.0,-700.0,12.0
4807,OGLE-2013-BLG-0102L b,1,1,1,7,1,3040.0,310.0,-310.0,3040.0,310.0,-310.0,2.0
4808,OGLE-2013-BLG-0132L b,1,1,1,7,1,3900.0,1500.0,-1300.0,3900.0,1500.0,-1300.0,1.0
4809,OGLE-2013-BLG-0341L B b,1,2,1,7,1,911.0,70.0,-70.0,911.0,70.0,-70.0,6.0
4810,OGLE-2013-BLG-0911L b,1,1,1,7,1,3220.0,470.0,-350.0,3220.0,470.0,-350.0,6.0
4811,OGLE-2013-BLG-1721L b,1,1,1,7,1,6300.0,1100.0,-1600.0,6300.0,1100.0,-1600.0,1.0
4812,OGLE-2013-BLG-1761L b,1,1,1,7,1,6900.0,1000.0,-1200.0,6900.0,1000.0,-1200.0,2.0
4813,OGLE-2014-BLG-0124L b,1,1,1,7,1,3500.0,200.0,-200.0,3500.0,200.0,-200.0,4.0
4814,OGLE-2014-BLG-0319L b,1,1,1,7,1,7730.0,1140.0,-2840.0,7730.0,1140.0,-2840.0,1.0
4815,OGLE-2014-BLG-0676L b,1,1,1,7,1,2670.0,770.0,-1410.0,2670.0,770.0,-1410.0,5.0
4816,OGLE-2014-BLG-1722L b,1,1,2,7,1,6400.0,1280.0,-1870.0,6400.0,1280.0,-1870.0,3.0
4817,OGLE-2014-BLG-1722L c,2,1,2,7,1,6400.0,1280.0,-1870.0,6400.0,1280.0,-1870.0,2.0
4818,OGLE-2014-BLG-1760L b,1,1,1,7,1,6860.0,1110.0,-1110.0,6860.0,1110.0,-1110.0,1.0
4819,OGLE-2015-BLG-0051L b,1,1,1,7,1,8200.0,900.0,-900.0,8200.0,900.0,-900.0,1.0
4820,OGLE-2015-BLG-0954L b,1,1,1,7,1,1200.0,1100.0,-500.0,1200.0,1100.0,-500.0,4.0
4821,OGLE-2015-BLG-0966L b,1,1,1,7,1,3300.0,4.8765,-4.7835,3300.0,4.8765,-4.7835,16.0
4822,OGLE-2015-BLG-1649L b,1,1,1,7,1,4230.0,1510.0,-1640.0,4230.0,1510.0,-1640.0,1.0
4823,OGLE-2015-BLG-1670L b,1,1,1,7,1,6700.0,1000.0,-1300.0,6700.0,1000.0,-1300.0,3.0
4824,OGLE-2015-BLG-1771L b,1,1,1,7,1,7070.0,1000.0,-1090.0,7070.0,1000.0,-1090.0,6.0
4825,OGLE-2016-BLG-0263L b,1,1,1,7,1,6500.0,1300.0,-1900.0,6500.0,1300.0,-1900.0,2.0
4826,OGLE-2016-BLG-0613L AB b,1,2,1,7,1,3410.0,1340.0,-1420.0,3410.0,1340.0,-1420.0,9.0
4827,OGLE-2016-BLG-1067L b,1,1,1,7,1,3730.0,660.0,-670.0,3730.0,660.0,-670.0,3.0
4828,OGLE-2016-BLG-1093 b,1,1,1,7,1,8120.0,690.0,-690.0,8120.0,690.0,-690.0,9.0
