pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,sy_dist,sy_disterr1,sy_disterr2,pl_nnotes
564.10000000,4.10000000,-4.10000000,0,120.3910000,0.6940000,-0.6940000,0
10.28510000,0.00213000,-0.00263000,0,22.5243000,0.0230000,-0.0230000,0
28982.41764000,18264.56731000,-7978.16709000,0,22.5243000,0.0230000,-0.0230000,0
9.37430000,0.00190000,-0.00190000,0,26.8762000,0.0225000,-0.0225000,
962.00000000,15.00000000,-15.00000000,0,26.8762000,0.0225000,-0.0225000,
2172.00000000,158.00000000,-158.00000000,0,26.8762000,0.0225000,-0.0225000,
956.00000000,14.00000000,-14.00000000,0,60.2046000,0.2433000,-0.2414000,0
624.87404000,0.25370000,-0.26179000,0,54.1955000,0.1131000,-0.1127000,1
4667.97841000,18.57225000,-17.90216000,0,54.1955000,0.1131000,-0.1127000,1
17.47127800,0.00005800,-0.00006000,0,57.2651000,0.1875000,-0.1864000,2
286.60000000,2.40000000,-0.70000000,0,60.7993000,0.2548000,-0.2548000,0
484.30000000,5.50000000,-3.50000000,0,60.7993000,0.2548000,-0.2548000,0
836.40000000,8.40000000,-8.40000000,0,60.7993000,0.2548000,-0.2548000,0
803.00000000,5.00000000,-5.00000000,0,224.1460000,9.0170000,-8.3560000,1
6.83776000,0.00027000,-0.00027000,0,51.9917000,0.0843000,-0.0840000,3
4060.00000000,148.00000000,-112.00000000,0,31.3950000,0.0545000,-0.0542000,0
4.13743540,0.00000360,-0.00000370,0,38.5653000,0.0366000,-0.0366000,1
1019.74000000,21.29000000,-22.58000000,0,45.8993000,0.0938000,-0.0935000,1
3.09658280,0.00000780,-0.00000780,0,45.9548000,0.0716000,-0.0714000,0
3810.00000000,420.00000000,-420.00000000,0,45.9548000,0.0716000,-0.0714000,0
766.00000000,25.00000000,-25.00000000,0,162.6850000,3.0755000,-3.0755000,0
461.20000000,1.70000000,-1.70000000,0,50.6706000,0.1095000,-0.1089000,
14583.81038000,3328.20988000,-2616.26788000,0,64.3399000,0.1793000,-0.1784000,0
14.28800000,0.00200000,-0.00200000,0,17.9055000,0.0124000,-0.0123000,
33.68800000,0.02500000,-0.02500000,0,17.9055000,0.0124000,-0.0123000,
2.21857567,0.00000015,-0.00000015,0,19.7638000,0.0128000,-0.0127000,4
11.72412800,0.00009900,-0.00009900,0,12.7141000,0.0101000,-0.0100000,0
1143.59858000,1.76742000,-1.70680000,0,62.7146000,0.1210500,-0.1210500,0
2854.00000000,13.00000000,-13.00000000,0,16.0069000,0.0159000,-0.0159000,6
17.11100000,0.00480000,-0.00480000,0,16.0069000,0.0159000,-0.0159000,4
1176.45000000,3.10000000,-2.83000000,0,54.4738000,0.1482000,-0.1475000,0
4885.00000000,1600.00000000,-1600.00000000,0,148.1870000,0.9890000,-0.9760000,0
1603.38923000,9.94172000,-11.31279000,0,65.6668000,0.1125000,-0.1120000,0
8.88032560,0.00000470,-0.00000470,0,53.6089000,0.0733000,-0.0731000,2
28.57974300,0.00004500,-0.00004500,0,53.6089000,0.0733000,-0.0731000,2
38.35303700,0.00006000,-0.00006000,0,53.6089000,0.0733000,-0.0731000,2
101.12000000,0.13000000,-0.13000000,0,53.6089000,0.0733000,-0.0731000,3
2200.00000000,,,-1,53.6089000,0.0733000,-0.0731000,3
284.00000000,10.00000000,-8.00000000,0,53.6089000,0.0733000,-0.0731000,2
24.35560000,0.00460000,-0.00460000,0,19.6359000,0.0218000,-0.0217000,1
74.72000000,0.10000000,-0.10000000,0,8.7968700,0.0092500,-0.0092400,
525.80000000,9.20000000,-9.20000000,0,8.7968700,0.0092500,-0.0092400,
340.94000000,0.92000000,-0.92000000,0,71.8627000,0.2667000,-0.2667000,0
13092.18348000,3494.64637000,-2509.99734000,0,80.2349000,0.2496000,-0.2480000,0
18.20132000,0.00039000,-0.00039000,0,37.6681000,0.0669000,-0.0667000,4
1392.00000000,4.00000000,-4.00000000,0,50.6742000,0.1021000,-0.1017000,6
3638.00000000,232.00000000,-185.00000000,0,39.9346000,0.0460000,-0.0460000,3
402.00000000,2.00000000,-2.00000000,0,265.1550000,1.8230000,-1.7990000,0
1333.00000000,15.00000000,-15.00000000,0,34.1692000,0.0573000,-0.0570000,3
1035.70000000,13.00000000,-13.00000000,0,33.1944000,0.0291000,-0.0291000,2
99.62167000,0.14198000,-0.09430000,0,24.3056000,0.0204000,-0.0204000,0
466.20000000,1.70000000,-1.70000000,0,22.5242000,0.1042000,-0.1033000,3
11.84820000,0.00160000,-0.00170000,0,41.8316000,0.0499000,-0.0498000,0
33.92390000,0.02390000,-0.02660000,0,41.8316000,0.0499000,-0.0498000,0
606.30000000,3.80000000,-3.80000000,0,72.5922000,0.2415500,-0.2415500,0
852.50000000,7.10000000,-7.10000000,0,72.5922000,0.2415500,-0.2415500,0
1260.00000000,11.00000000,-11.00000000,0,45.9665000,0.1391000,-0.1383000,4
517.80000000,8.90000000,-3.90000000,0,188.5460000,1.5870000,-1.5620000,0
946.60000000,20.70000000,-20.90000000,0,188.5460000,1.5870000,-1.5620000,0
3.30895800,0.00008300,-0.00008300,0,161.4980000,2.4590000,-2.3880000,2
,,,,39.2503000,0.0949000,-0.0944000,2
0.92611800,0.00005000,-0.00004300,0,63.6796000,0.2863000,-0.2838000,0
512.53520000,7.53525000,-8.15674000,0,61.7477000,1.1545500,-1.1545500,0
2481.07227000,94.83313000,-82.69122000,0,61.7477000,1.1545500,-1.1545500,0
1120.00000000,23.00000000,-23.00000000,0,85.6922000,0.2048000,-0.2038000,1
2041.11539000,1.68088000,-1.86675000,0,47.7945000,0.1455000,-0.1446000,2
34.95875000,0.01050000,-0.01156000,0,47.7945000,0.1455000,-0.1446000,1
7325.64666000,399.88029000,-369.05892000,0,47.7945000,0.1455000,-0.1446000,1
1733.00000000,74.00000000,-74.00000000,0,28.7165000,0.0612000,-0.0609000,1
25.33798000,0.00360000,-0.00286000,0,86.6159000,0.3870000,-0.3836000,0
279.80000000,0.10000000,-0.10000000,0,92.5087000,0.8954000,-0.8787000,0
96.04500000,0.31700000,-0.31700000,0,75.2363000,0.1995000,-0.1985000,0
673.20000000,3.30000000,-3.30000000,0,147.1920000,1.9630000,-1.9630000,0
9350.00000000,440.00000000,-440.00000000,0,40.7583000,0.1072000,-0.1066000,4
2090.00000000,44.00000000,-37.00000000,0,40.7583000,0.1072000,-0.1066000,2
6.44100800,0.00001100,-0.00001100,0,23.6060000,0.0179000,-0.0179000,1
5.31350000,0.00100000,-0.00100000,0,35.9715000,0.0527000,-0.0526000,3
13.89050000,0.00330000,-0.00340000,0,35.9715000,0.0527000,-0.0526000,3
29.15800000,0.01020000,-0.01000000,0,35.9715000,0.0527000,-0.0526000,3
85.50730000,0.09830000,-0.09470000,0,35.9715000,0.0527000,-0.0526000,3
597.06430000,0.02560000,-0.02560000,0,35.9864000,0.0414000,-0.0413000,4
160.07000000,0.23000000,-0.23000000,0,58.9291000,0.1560000,-0.1552000,1
1155.70000000,71.90000000,-37.00000000,0,58.9291000,0.1560000,-0.1552000,1
16.20215900,0.00008500,-0.00008300,0,28.2938000,0.0312000,-0.0312000,0
18.31500000,0.00800000,-0.00800000,0,6.0027800,0.0085400,-0.0085100,0
40.11400000,0.05300000,-0.05300000,0,6.0027800,0.0085400,-0.0085100,0
90.30900000,0.18400000,-0.18400000,0,6.0027800,0.0085400,-0.0085100,0
147.02000000,1.43000000,-0.91000000,0,6.0027800,0.0085400,-0.0085100,0
130.08000000,0.51000000,-0.51000000,0,45.1470000,0.1593000,-0.1582000,2
875.50000000,5.80000000,-5.80000000,0,312.2020000,11.3800000,-10.6190000,0
380.85001000,0.09000000,-0.09000000,0,47.7223000,0.0699000,-0.0697000,0
358.27000000,0.87000000,-1.50000000,0,67.4872000,0.2210500,-0.2210500,0
3.52474859,0.00000038,-0.00000038,0,48.3016000,0.1240000,-0.1234000,6
649.91800000,8.59900000,-8.59900000,0,42.2029000,0.0794000,-0.0792000,0
442.19000000,0.50000000,-0.50000000,0,21.2985000,0.0220000,-0.0220000,
355.50000000,0.38000000,-0.61000000,0,54.1963000,0.2316000,-0.2316000,0
223.80000000,0.41000000,-0.41000000,0,83.0919000,0.2375000,-0.2361000,1
1558.00000000,22.00000000,-22.00000000,0,64.6353000,0.1310000,-0.1304000,0
25.20100000,0.02500000,-0.02500000,0,13.1277000,0.0069000,-0.0070000,0
2.24571000,0.00028000,-0.00028000,0,54.2304000,0.0860000,-0.0857000,2
380.70000000,1.40000000,-1.40000000,0,111.1550000,0.5445000,-0.5445000,0
882.70001000,7.60000000,-7.60000000,0,40.8707000,0.0626000,-0.0625000,3
17000.00000000,12000.00000000,-4800.00000000,0,64.4527000,0.1509000,-0.1501000,0
11.12214000,0.00098000,-0.00097000,0,41.0014000,0.0567000,-0.0565000,0
1.00803500,0.00002100,-0.00002000,0,48.0883000,0.0991000,-0.0987000,0
4.78503000,0.00056000,-0.00051000,0,48.0883000,0.0991000,-0.0987000,0
84.28800000,0.12700000,-0.12700000,0,29.1328000,0.0312000,-0.0312000,1
1854.84424000,1.35690000,-1.41722000,0,101.3680000,0.4890000,-0.4850000,1
5.75999000,0.00157000,-0.00175000,0,21.5974000,0.0488000,-0.0485000,0
7.28243000,0.00451000,-0.00827000,0,21.5974000,0.0488000,-0.0485000,0
10.86499000,0.00564000,-0.00613000,0,21.5974000,0.0488000,-0.0485000,0
25.19670000,0.04760000,-0.05050000,0,21.5974000,0.0488000,-0.0485000,0
3.93404000,0.00066000,-0.00066000,0,40.5468000,0.0537000,-0.0535000,0
566.00000000,4.00000000,-4.00000000,0,40.5468000,0.0537000,-0.0535000,0
1311.00000000,49.00000000,-49.00000000,0,32.9834000,0.0848000,-0.0843000,1
1359.00000000,1.00000000,-1.00000000,0,26.6902000,0.0322000,-0.0321000,2
35.45000000,0.01100000,-0.01100000,0,19.5520000,0.0113000,-0.0113000,0
154.43000000,0.44000000,-0.44000000,0,19.5520000,0.0113000,-0.0113000,0
148.60001000,0.70000000,-0.70000000,0,376.2330000,3.7745000,-3.7745000,0
118.45000000,0.55000000,-0.55000000,0,36.6625000,0.0984000,-0.0979000,1
22.67860000,0.00850000,-0.00870000,0,33.2550000,0.0349000,-0.0348000,0
53.73570000,0.03120000,-0.03090000,0,33.2550000,0.0349000,-0.0348000,0
7.12682000,0.00003900,-0.00003900,0,20.0619000,0.0232000,-0.0233000,2
4270.00000000,220.00000000,-220.00000000,0,20.0619000,0.0232000,-0.0233000,2
7.78993000,0.00051000,-0.00044000,0,16.3200000,0.0071000,-0.0071000,0
1301.36009000,1.17486000,-0.48567000,0,55.4847000,0.2469000,-0.2448000,1
2.52221000,0.00012000,-0.00005000,0,55.4847000,0.2469000,-0.2448000,1
2560.19774000,66.52293000,-91.15204000,0,61.7957000,0.2099000,-0.2086000,0
225.70000000,0.40000000,-0.40000000,0,28.8274000,0.0429000,-0.0427000,
5478.68861000,48.63475000,-38.25330000,0,29.1864000,0.0372000,-0.0372000,0
3.09292600,0.00001000,-0.00001000,0,6.5312700,0.0038400,-0.0038500,2
6.76458000,0.00033000,-0.00033000,0,6.5312700,0.0038400,-0.0038500,2
46.85900000,0.02800000,-0.02800000,0,6.5312700,0.0038400,-0.0038500,1
22.71700000,0.01500000,-0.01500000,0,6.5312700,0.0038400,-0.0038500,2
94.20000000,0.20000000,-0.20000000,0,6.5312700,0.0038400,-0.0038500,1
2247.00000000,43.00000000,-43.00000000,0,6.5312700,0.0038400,-0.0038500,3
275.50000000,2.30000000,-1.00000000,0,104.9350000,1.1460000,-1.1210000,0
2093.30000000,32.70000000,-32.70000000,0,165.1840000,0.8950000,-0.8950000,0
6.04345000,0.00001000,-0.00001000,0,94.1719000,0.2518000,-0.2506000,0
3.83483000,0.00007000,-0.00007000,0,73.1140000,0.3570000,-0.3536000,1
4789.87297000,90.67081000,-80.73006000,0,73.1140000,0.3570000,-0.3536000,1
672.09998000,3.70000000,-3.70000000,0,324.5400000,6.4430000,-6.2010000,0
1728.00000000,162.00000000,-80.00000000,0,64.4110000,0.1944000,-0.1932000,0
2266.40000000,65.84000000,-58.77000000,0,46.8778000,0.1048000,-0.1044000,0
3724.70000000,463.00000000,-463.00000000,0,50.5103000,0.1726000,-0.1715000,0
218.47000000,0.19000000,-0.19000000,0,64.6498000,0.1678000,-0.1669000,1
456.10000000,7.70000000,-5.80000000,0,55.9231000,0.1268000,-0.1263000,1
14.27670000,0.00370000,-0.00370000,0,95.5483000,0.7364000,-0.7254000,0
10066.00000000,929.00000000,-1125.00000000,0,31.1415000,0.0376000,-0.0376000,2
1173.00000000,16.00000000,-16.00000000,0,55.8535000,0.1017000,-0.1014000,0
871.00000000,19.00000000,-19.00000000,0,91.1538000,0.1811000,-0.1805000,0
3999.00000000,500.00000000,-500.00000000,0,50.6078000,0.0831000,-0.0827000,0
572.38000000,0.61000000,-0.61000000,0,42.1586000,0.1088000,-0.1083000,
1202.05199000,3.88199000,-3.68089000,0,79.0608000,0.1854000,-0.1846000,0
26.69040000,0.00190000,-0.00190000,0,93.5015000,0.5108000,-0.5053000,0
5.09071000,0.00026000,-0.00026000,0,13.5956000,0.0072000,-0.0072000,0
872.60000000,2.80000000,-2.80000000,0,161.1830000,0.6550000,-0.6550000,0
528.07000000,0.14000000,-0.14000000,0,32.6034000,0.1151000,-0.1143000,1
47.42489000,0.00010000,-0.00011000,0,62.7792000,0.1161000,-0.1156000,2
730.59998000,5.70000000,-5.70000000,0,33.4591000,0.0349000,-0.0348000,1
1211.17000000,11.11000000,-8.91000000,0,93.8555000,0.2059000,-0.2050000,1
141.63000000,0.06700000,-0.06700000,0,108.8770000,0.4710000,-0.4670000,2
192.00000000,0.22000000,-0.22000000,0,847.0580000,26.5990000,-26.5990000,0
2058.00000000,47.00000000,-40.00000000,0,58.7420000,0.2626000,-0.2602000,2
17.66708700,0.00004200,-0.00004200,0,39.0341000,0.0401000,-0.0400000,0
29.79749000,0.00013000,-0.00014000,0,39.0341000,0.0401000,-0.0400000,0
3.97664000,0.00003000,-0.00004400,0,39.0341000,0.0401000,-0.0400000,0
7.90754000,0.00011000,-0.00011000,0,39.0341000,0.0401000,-0.0400000,0
12.16218390,0.00012000,-0.00009900,0,39.0341000,0.0401000,-0.0400000,0
7.43413930,0.00000620,-0.00000620,0,41.1706000,0.0414000,-0.0414000,1
1535.11912000,7.76172000,-9.26013000,0,52.0018000,0.1026000,-0.1022000,1
13.67100000,0.01100000,-0.01000000,0,15.2354000,0.0062500,-0.0062500,0
4100.00000000,210.00000000,-210.00000000,0,519.4520000,8.2395000,-8.2395000,0
501.75000000,2.33000000,-2.33000000,0,372.4050000,4.8800000,-4.8800000,0
745.70001000,14.00000000,-14.00000000,0,933.3770000,31.9885000,-31.9885000,0
3668.00000000,170.00000000,-170.00000000,0,46.6224000,0.1362000,-0.1355000,0
515.40000000,2.20000000,-2.50000000,0,46.6224000,0.1362000,-0.1355000,0
535.59998000,3.00000000,-3.00000000,0,300.2470000,1.9500000,-1.9260000,0
2.04550000,0.00020000,-0.00020000,0,54.9004000,0.0745000,-0.0743000,0
6134.42700000,618.42583000,-506.67463000,0,37.4330000,0.0689000,-0.0687000,0
1802.29000000,24.12000000,-22.92000000,0,55.6146000,0.0928000,-0.0925000,1
457.01000000,1.29000000,-1.31000000,0,114.8160000,1.3570000,-1.3260000,
41.83156000,0.02308000,-0.03093000,0,49.1661000,0.0576000,-0.0575000,0
26308.65619000,2095.17441000,-2794.64410000,0,49.1661000,0.0576000,-0.0575000,0
2.76953000,0.00003000,-0.00003000,0,10.0055000,0.0050500,-0.0050500,1
5.70588000,0.00007000,-0.00007000,0,10.0055000,0.0050500,-0.0050500,1
10942.29013000,10474.08070000,-1387.88781000,0,40.9128000,0.0764000,-0.0761000,0
3.44420000,0.00020000,-0.00020000,0,54.9621000,0.1556000,-0.1547000,2
4.12688000,0.00005000,-0.00004000,0,196.8520000,0.7770000,-0.7710000,0
42.37800000,0.01000000,-0.01000000,0,5.0354500,0.0130600,-0.0130000,4
428.10000000,1.10000000,-1.10000000,0,18.2704000,0.0545000,-0.0545000,5
2198.14000000,54.11000000,-50.34000000,0,50.2862000,0.0823000,-0.0821000,0
18.01939000,0.00024000,-0.00027000,0,43.8214000,0.0593000,-0.0591000,1
36.07000000,0.26000000,-0.09000000,0,43.8214000,0.0593000,-0.0591000,1
5019.54244000,32.59359000,-31.12557000,0,43.8214000,0.0593000,-0.0591000,1
654.50000000,5.70000000,-5.80000000,0,67.9328000,0.3043000,-0.3018000,0
22.89104000,0.00035000,-0.00036000,0,139.6110000,0.4290000,-0.4270000,0
56.00819000,0.00194000,-0.00202000,0,139.6110000,0.4290000,-0.4270000,0
84.25999000,0.00744000,-0.00662000,0,139.6110000,0.4290000,-0.4270000,0
385.52775000,0.04362000,-0.05554000,0,39.3809000,0.0637000,-0.0636000,1
17417.92079000,293.05032000,-672.59695000,0,39.3809000,0.0637000,-0.0636000,1
14.23283000,0.00214000,-0.00152000,0,49.8063000,0.1416000,-0.1409000,0
1333.00000000,4.00000000,-4.00000000,0,55.2884000,0.0936000,-0.0933000,5
6.08810000,0.00180000,-0.00180000,0,45.0293000,0.2440000,-0.2414000,0
8.78360000,0.00540000,-0.00540000,0,9.4704500,0.0063250,-0.0063250,
380.20000000,1.60000000,-1.60000000,0,189.9080000,2.3275000,-2.3275000,0
1362.30000000,4.60000000,-4.00000000,0,30.9939000,0.0422000,-0.0421000,2
2443.00000000,160.00000000,-160.00000000,0,56.4330000,0.1483000,-0.1474000,0
892.70000000,5.90000000,-5.90000000,0,44.1518000,0.1069000,-0.1069000,0
312.08000000,1.36000000,-1.69000000,0,110.1030000,0.6570000,-0.6490000,0
20608.14049000,4708.95644000,-7737.11195000,0,31.2707000,0.0217000,-0.0217000,0
2514.53422000,5.21645000,-4.34065000,0,55.5867000,0.1270000,-0.1264000,2
12085.45186000,583.05318000,-440.70332000,0,55.5867000,0.1270000,-0.1264000,2
1157.00000000,27.00000000,-27.00000000,0,26.1597000,0.0564000,-0.0563000,0
1684.00000000,61.00000000,-61.00000000,0,58.0844000,0.0878000,-0.0876000,0
847.00000000,20.00000000,-20.00000000,0,131.1990000,0.5490000,-0.5490000,1
466.00000000,3.00000000,-3.00000000,0,58.1438000,0.1507000,-0.1498000,
16.55350000,0.00340000,-0.00350000,0,38.4473000,0.0408000,-0.0408000,0
51.20530000,0.03730000,-0.03680000,0,38.4473000,0.0408000,-0.0408000,0
271.67370000,2.11350000,-2.24710000,0,38.4473000,0.0408000,-0.0408000,0
0.95964100,0.00001100,-0.00001100,0,47.2899000,0.1485000,-0.1475000,2
29.84540000,0.00120000,-0.00120000,0,47.2899000,0.1485000,-0.1475000,2
8.41120000,0.00520000,-0.00520000,0,47.2899000,0.1485000,-0.1475000,2
96.63000000,0.29200000,-0.29200000,0,47.2899000,0.1485000,-0.1475000,2
157.35000000,0.10000000,-0.08000000,0,122.1150000,0.3060000,-0.3060000,0
2372.00000000,26.00000000,-26.00000000,0,38.0786000,0.1009000,-0.1003000,0
3.38773000,0.00008000,-0.00008000,0,45.2989000,0.0918000,-0.0913000,1
621.62000000,16.11000000,-16.11000000,0,50.1928000,0.0920000,-0.0916000,0
330.00000000,0.40000000,-0.40000000,0,121.3750000,0.5845000,-0.5845000,0
810.20000000,3.80000000,-4.20000000,0,121.3750000,0.5845000,-0.5845000,0
89.90000000,0.10000000,-0.10000000,0,121.3750000,0.5845000,-0.5845000,0
18.71204000,0.00043000,-0.00043000,0,80.6665000,0.1917000,-0.1908000,0
18.19910000,0.00170000,-0.00170000,0,89.8623000,0.2335000,-0.2324000,2
388.00000000,3.00000000,-3.00000000,0,20.9531000,0.0746000,-0.0740000,1
551.40002000,7.80000000,-7.80000000,0,105.7790000,0.3830000,-0.3800000,0
916.00000000,29.50000000,-29.50000000,0,105.7790000,0.3830000,-0.3800000,0
1049.00000000,11.00000000,-11.00000000,0,46.0907000,0.0996000,-0.0991000,
214.67000000,0.45000000,-0.45000000,0,46.0907000,0.0996000,-0.0991000,
117.87000000,0.18000000,-0.18000000,0,46.0907000,0.0996000,-0.0991000,
49.17500000,0.04500000,-0.04500000,0,46.0907000,0.0996000,-0.0991000,
676.80000000,7.90000000,-7.90000000,0,46.0907000,0.0996000,-0.0991000,
5700.00000000,1500.00000000,-1500.00000000,0,46.0907000,0.0996000,-0.0991000,
82.46700000,0.01900000,-0.01900000,0,71.2423000,0.2125000,-0.2113000,0
273.10000000,1.60000000,-0.80000000,0,111.5420000,1.0475000,-1.0475000,0
490.00000000,3.00000000,-3.00000000,0,209.3090000,3.5530000,-3.4370000,0
62.25000000,0.00400000,-0.00400000,0,11.1336000,0.0073000,-0.0072000,
154.37800000,0.08900000,-0.08900000,0,31.6634000,0.0760000,-0.0757000,
885.50000000,5.10000000,-5.10000000,0,31.6634000,0.0760000,-0.0757000,
1862.00000000,38.00000000,-38.00000000,0,31.6634000,0.0760000,-0.0757000,
55.01292000,0.00062000,-0.00062000,0,46.7864000,0.1143000,-0.1137000,2
2720.00000000,15.00000000,-15.00000000,0,46.7864000,0.1143000,-0.1137000,1
1211.00000000,15.00000000,-16.00000000,0,17.9260000,0.0325000,-0.0324000,0
363.20001000,1.60000000,-1.60000000,0,38.0615000,0.0366000,-0.0365000,0
14.30990000,0.00013000,-0.00013000,0,42.3538000,0.1060500,-0.1060500,2
2127.60566000,1.49376000,-1.55088000,0,42.3538000,0.1060500,-0.1060500,2
685.25000000,0.85000000,-0.85000000,0,91.4349000,0.3468000,-0.3468000,0
2088.75851000,0.40896000,-0.42232000,0,18.2702000,0.0226000,-0.0226000,2
5.63680000,0.00040000,-0.00040000,0,26.4131000,0.0265000,-0.0265000,
14.03000000,0.00300000,-0.00300000,0,26.4131000,0.0265000,-0.0265000,
33.91000000,0.03000000,-0.03000000,0,26.4131000,0.0265000,-0.0265000,
3.24980000,0.00040000,-0.00040000,0,23.2599000,0.0188000,-0.0189000,0
4.31230000,0.00110000,-0.00120000,0,12.9363000,0.0047000,-0.0046000,1
9.61840000,0.00500000,-0.00490000,0,12.9363000,0.0047000,-0.0046000,1
20.43200000,0.02200000,-0.02400000,0,12.9363000,0.0047000,-0.0046000,1
51.76000000,0.50000000,-0.46000000,0,12.9363000,0.0047000,-0.0046000,1
197.80000000,5.70000000,-9.00000000,0,12.9363000,0.0047000,-0.0046000,3
578.60000000,3.30000000,-3.30000000,0,116.5930000,0.4210000,-0.4170000,0
264.14999000,0.23000000,-0.23000000,0,34.0883000,0.0427000,-0.0426000,
963.00000000,38.00000000,-38.00000000,0,36.6911700,,,6
1.32830000,0.00001200,-0.00001200,0,41.5504000,0.4635000,-0.4535000,4
526.52390000,0.06135000,-0.04316000,0,41.8727000,0.0949000,-0.0944000,4
857.50000000,6.20000000,-6.30000000,0,36.7984000,0.0932000,-0.0927000,1
431.88000000,0.85000000,-0.85000000,0,81.3795000,0.3608000,-0.3577000,
6700.00000000,4500.00000000,-4500.00000000,0,81.3795000,0.3608000,-0.3577000,
832.97000000,2.15000000,-1.89000000,0,34.1937000,0.0681000,-0.0678000,
149.61000000,0.37000000,-0.34000000,0,24.3358000,0.0249000,-0.0247000,
15.56000000,0.02000000,-0.02000000,0,22.0158000,0.0107000,-0.0107000,1
356.21000000,0.88000000,-0.88000000,0,136.3080000,1.6455000,-1.6455000,0
308.92072000,2.34087000,-2.83567000,0,62.4112000,0.0918000,-0.0915000,0
9295.97350000,4132.95252000,-2422.13527000,0,62.4112000,0.0918000,-0.0915000,0
36.99870000,0.00110000,-0.00110000,0,85.6009000,0.3684000,-0.3652000,2
472.00000000,3.00000000,-4.00000000,0,52.9051000,0.1804000,-0.1792000,0
5.88540000,0.00030000,-0.00030000,0,21.9532000,0.0156000,-0.0155000,
13.13540000,0.00260000,-0.00250000,0,21.9532000,0.0156000,-0.0155000,
963.60000000,3.40000000,-3.40000000,0,46.8733000,0.1680000,-0.1668000,
225.79000000,0.81000000,-0.76000000,0,34.3540000,0.0376000,-0.0375000,0
345.43000000,0.54000000,-0.57000000,0,34.3540000,0.0376000,-0.0375000,0
44.07300000,0.00480000,-0.00480000,0,34.8541000,0.0676000,-0.0673000,1
20324.58153000,11483.95545000,-7039.20037000,0,55.0375000,0.1324000,-0.1317000,0
3.02357300,0.00006500,-0.00006500,0,29.5529000,0.0383000,-0.0383000,5
4.08450000,0.00020000,-0.00020000,0,37.4574000,0.0463000,-0.0461000,1
1353.60000000,57.10000000,-57.10000000,0,37.4574000,0.0463000,-0.0461000,1
371.74000000,0.72000000,-1.86000000,0,54.7841000,0.1708000,-0.1708000,2
3184.20000000,58.12000000,-57.60000000,0,54.7841000,0.1708000,-0.1708000,2
360.08000000,0.27000000,-0.72000000,0,84.3552000,0.4560000,-0.4560000,0
677.53000000,1.29000000,-1.16000000,0,84.3552000,0.4560000,-0.4560000,0
712.13000000,0.31000000,-0.31000000,0,122.5360000,1.3035000,-1.3035000,0
434.00000000,3.00000000,-3.00000000,0,537.8730000,20.1550000,-20.1550000,0
778.51000000,5.38000000,-5.18000000,0,90.5446000,0.2702000,-0.2687000,0
400.50000000,1.70000000,-1.70000000,0,204.2770000,2.4745000,-2.4745000,0
4.94737000,0.00098000,-0.00098000,0,43.0399000,0.0769000,-0.0766000,
2447.10000000,21.92000000,-21.72000000,0,46.2845000,0.0557000,-0.0555000,
8619.90000000,2622.49500000,-405.42750000,0,46.2845000,0.0557000,-0.0555000,
1293.00000000,37.00000000,-37.00000000,0,31.1664000,0.0556000,-0.0554000,1
14.07260000,0.00160000,-0.00160000,0,35.0553000,0.0333000,-0.0331000,0
95.94460000,0.15550000,-0.13660000,0,35.0553000,0.0333000,-0.0331000,0
119.27000000,0.02000000,-0.02000000,0,29.9803000,0.0424000,-0.0423000,2
14.33915600,0.00004900,-0.00004700,0,57.5846000,0.0947000,-0.0943000,0
40.87000000,0.18000000,-0.17000000,0,57.5846000,0.0947000,-0.0943000,0
637.10000000,1.40000000,-1.40000000,0,121.4050000,0.7075000,-0.7075000,0
872.20000000,6.00000000,-6.00000000,0,121.4050000,0.7075000,-0.7075000,0
1827.00000000,10.00000000,-10.00000000,0,77.9693000,0.1836000,-0.1827000,0
139.35000000,0.21000000,-0.22000000,0,219.2160000,3.4830000,-3.3780000,0
768.70000000,4.72000000,-1.67000000,0,58.1105000,0.2209000,-0.2209000,0
492.30000000,2.30000000,-2.30000000,0,51.1659000,0.0941000,-0.0937000,0
29.04992000,0.00021000,-0.00021000,0,272.2170000,2.2070000,-2.1730000,0
5859.08992000,2325.96289000,-959.68304000,0,61.4925000,0.0942000,-0.0938000,0
177.11000000,0.32000000,-0.32000000,0,283.5020000,4.8630000,-4.8630000,0
299.36000000,0.26000000,-0.31000000,0,89.2721000,0.7315500,-0.7315500,1
495.40000000,3.00000000,-3.00000000,0,315.2110000,3.1480000,-3.0870000,0
201.90000000,0.30000000,-0.30000000,0,25.9716000,0.1577000,-0.1558000,1
600.10000000,2.40000000,-2.40000000,0,25.9716000,0.1577000,-0.1558000,1
5138.00000000,24.00000000,-22.00000000,0,53.1120000,0.0743000,-0.0741000,1
74839.94555000,8275.85573000,-6864.79047000,0,53.1120000,0.0743000,-0.0741000,1
589.64000000,0.81000000,-0.81000000,0,10.3400000,0.0900000,-0.0900000,1
14306.88519000,3762.35334000,-3219.89899000,0,49.3305000,0.1192000,-0.1186000,0
7.10793000,0.00040000,-0.00034000,0,22.4035000,0.0225000,-0.0225000,0
20.54530000,0.00120000,-0.00130000,0,22.4035000,0.0225000,-0.0225000,0
2.81805000,0.00007100,-0.00007100,0,37.6894000,0.0280000,-0.0280000,1
358.00000000,1.00000000,-1.00000000,0,32.5376000,0.0328000,-0.0328000,0
