Unnamed: 0,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_locale,sy_dist,sy_disterr1,sy_disterr2,sy_dist.1,sy_disterr1.1,sy_disterr2.1,pl_nnotes
0.3348424483882651,0.0,0.0,0.0,0.6000000000000001,0.0,0.8258556947260495,0.27686453636843483,0.595070495871364,0.8258556947260495,0.27686453636843483,0.595070495871364,0.125
0.509779065555958,0.42857142857142855,0.0,0.42857142857142855,0.30000000000000004,0.3333333333333333,0.10465799881664473,0.003678176147867172,0.9953226578742712,0.10465799881664473,0.003678176147867172,0.9953226578742712,0.0
0.17330677290836655,0.0,0.0,0.2857142857142857,0.30000000000000004,0.3333333333333333,0.016274233631771683,0.00011522406925813283,0.9998497711082464,0.016274233631771683,0.00011522406925813283,0.9998497711082464,0.0
0.23451647953639987,0.0,0.0,0.0,0.1,0.3333333333333333,0.001978821743889992,5.311500043252706e-06,0.9999930457737908,0.001978821743889992,5.311500043252706e-06,0.9999930457737908,0.0625
0.7605939876856211,0.0,0.0,0.0,0.30000000000000004,0.3333333333333333,0.15931601298858125,0.012440000814358327,0.9837043465832821,0.15931601298858125,0.012440000814358327,0.9837043465832821,0.0625
0.33393697935530603,0.0,0.0,0.0,0.6000000000000001,0.0,0.7646698577379046,0.3763207618746849,0.29577468433842935,0.7646698577379046,0.3763207618746849,0.29577468433842935,0.125
0.6526620789568996,0.0,0.0,0.42857142857142855,0.30000000000000004,0.3333333333333333,0.10203630336677386,0.007160756844242782,0.9911529390505383,0.10203630336677386,0.007160756844242782,0.9911529390505383,0.0625
0.9605215501629845,0.0,0.0,0.0,0.30000000000000004,0.0,0.03493626690836923,0.0003816054732491972,0.9995047006431849,0.03493626690836923,0.0003816054732491972,0.9995047006431849,0.0625
0.9331763853676205,0.0,0.0,0.14285714285714285,0.30000000000000004,0.3333333333333333,0.007085697628105496,2.7380030081261164e-05,0.9999641373195239,0.007085697628105496,2.7380030081261164e-05,0.9999641373195239,0.0
0.4713871785584933,0.0,0.0,0.0,0.30000000000000004,0.3333333333333333,0.3387022971814199,0.2886164990147409,0.6219296541110488,0.3387022971814199,0.2886164990147409,0.6219296541110488,0.0625
0.8201738500543282,0.0,0.0,0.0,0.30000000000000004,0.3333333333333333,0.10335485815386837,0.006401932723691042,0.9920374462017979,0.10335485815386837,0.006401932723691042,0.9920374462017979,0.0625
0.18725099601593626,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.009422420042204083,9.689186769184567e-05,0.9998741725197043,0.009422420042204083,9.689186769184567e-05,0.9998741725197043,0.0625
0.6095617529880478,0.2857142857142857,0.0,0.42857142857142855,0.30000000000000004,0.3333333333333333,0.09187133553683377,0.005031587216580602,0.993704699928396,0.09187133553683377,0.005031587216580602,0.993704699928396,0.0625
0.16859833393697934,0.0,0.3333333333333333,0.0,0.0,0.0,0.005965690882037506,2.7487550325051706e-05,0.9999641373195239,0.005965690882037506,2.7487550325051706e-05,0.9999641373195239,0.0625
0.9132560666425208,0.0,0.0,0.0,0.30000000000000004,0.3333333333333333,0.03938059431006003,0.0006541692912582178,0.9991550527127705,0.03938059431006003,0.0006541692912582178,0.9991550527127705,0.0625
0.5610286128214416,0.0,0.0,0.0,0.30000000000000004,0.3333333333333333,0.09786837121716987,0.006597350766780349,0.9913578686532584,0.09786837121716987,0.006597350766780349,0.9913578686532584,0.0
0.11463237957261861,0.0,0.0,0.0,0.0,0.0,0.006140611776780921,3.861589555737266e-05,0.9999497359092984,0.006140611776780921,3.861589555737266e-05,0.9999497359092984,0.0
0.21676928649040203,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.015961950532989884,0.0005254137993190454,0.999311742872926,0.015961950532989884,0.0005254137993190454,0.999311742872926,0.0625
0.09018471568272365,0.0,0.3333333333333333,0.14285714285714285,0.0,0.0,0.00566138547507839,3.108947849203482e-05,0.9999594894316272,0.00566138547507839,3.108947849203482e-05,0.9999594894316272,0.125
0.5737051792828686,0.0,0.0,0.0,0.30000000000000004,0.3333333333333333,0.0897032389361731,0.004822325942103262,0.9936830449961499,0.0897032389361731,0.004822325942103262,0.9936830449961499,0.0
0.07515392973560305,0.0,0.0,0.0,0.30000000000000004,0.0,0.040267788946388126,0.0013767053295306504,0.998248010347466,0.040267788946388126,0.0013767053295306504,0.998248010347466,0.0
0.35222745382107934,0.0,0.0,0.0,0.30000000000000004,0.3333333333333333,0.13111640204131436,0.004556078938416936,0.9942078690044909,0.13111640204131436,0.004556078938416936,0.9942078690044909,0.0625
0.5074248460702644,0.0,0.0,0.0,0.30000000000000004,0.3333333333333333,0.03881909659062267,0.0005858939364512245,0.9992427287799137,0.03881909659062267,0.0005858939364512245,0.9992427287799137,0.0625
0.8218036943136545,0.0,0.0,0.14285714285714285,0.30000000000000004,0.3333333333333333,0.07060172661890107,0.0022306848658370194,0.9971554042268983,0.07060172661890107,0.0022306848658370194,0.9971554042268983,0.0625
0.7582397681999276,0.0,0.0,0.2857142857142857,0.30000000000000004,0.3333333333333333,0.11113157803506157,0.00646469766600377,0.9915316362803073,0.11113157803506157,0.00646469766600377,0.9915316362803073,0.0625
0.1370880115900036,0.0,0.0,0.0,0.0,0.0,0.014244628819832244,0.00012060008144765987,0.9998420246284184,0.014244628819832244,0.00012060008144765987,0.9998420246284184,0.0
0.5510684534588917,0.0,0.0,0.14285714285714285,0.30000000000000004,0.3333333333333333,0.08531244914184692,0.004103687512668236,0.9948377986595878,0.08531244914184692,0.004103687512668236,0.9948377986595878,0.0
