Unnamed: 0,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_locale,sy_dist,sy_disterr1,sy_disterr2,sy_dist.1,sy_disterr1.1,sy_disterr2.1,pl_nnotes
330,1,1,1,4,1,71.0374,0.1994,-0.1983,71.0374,0.1994,-0.1983,0.0
5504,1,2,1,1,1,54.9149,2.06076,-2.06076,54.9149,2.06076,-2.06076,2.0
3203,1,1,1,4,2,904.702,14.764,-14.305,904.702,14.764,-14.305,0.0
2656,2,1,2,4,2,441.09,3.137,-3.137,441.09,3.137,-3.137,1.0
622,4,1,4,1,1,37.0169,0.033,-0.0329,37.0169,0.033,-0.0329,1.0
4714,2,2,2,4,2,21.9814,0.0403,-0.0402,21.9814,0.0403,-0.0402,1.0
1670,1,1,3,4,2,145.701,1.082,-1.067,145.701,1.082,-1.067,2.0
3382,2,1,3,4,2,835.756,11.463,-11.163,835.756,11.463,-11.163,1.0
483,1,1,1,1,1,26.4997,0.0538,-0.0537,26.4997,0.0538,-0.0537,0.0
3523,2,1,3,4,2,1037.4,21.55,-21.55,1037.4,21.55,-21.55,1.0
2387,1,1,3,4,2,769.146,40.593,-36.779,769.146,40.593,-36.779,1.0
3464,2,1,3,4,2,780.256,17.54,-16.799,780.256,17.54,-16.799,1.0
5021,1,1,6,4,2,62.699,0.2074,-0.2061,62.699,0.2074,-0.2061,0.0
4750,1,1,1,7,1,7120.0,1150.0,-1050.0,7120.0,1150.0,-1050.0,8.0
3679,2,1,2,4,2,717.527,14.067,-13.546,717.527,14.067,-13.546,1.0
4830,1,1,1,7,1,3910.0,420.0,-460.0,3910.0,420.0,-460.0,10.0
755,1,1,1,1,1,137.043,0.609,-0.609,137.043,0.609,-0.609,0.0
518,2,1,2,4,2,79.5561,0.1488,-0.1483,79.5561,0.1488,-0.1483,0.0
4462,1,1,1,4,2,1387.2,37.55,-35.65,1387.2,37.55,-35.65,1.0
32,1,1,1,1,1,54.6599,0.2734,-0.2734,54.6599,0.2734,-0.2734,1.0
4668,1,1,1,4,2,961.468,16.671,-16.671,961.468,16.671,-16.671,1.0
4351,1,1,1,4,2,3347.16,430.74,-346.35,3347.16,430.74,-346.35,2.0
2985,2,1,2,4,2,1435.44,42.1,-39.81,1435.44,42.1,-39.81,1.0
4374,1,1,1,4,2,1898.26,118.01,-105.22,1898.26,118.01,-105.22,1.0
1157,1,1,1,1,1,30.6862,0.0442,-0.0441,30.6862,0.0442,-0.0441,0.0
4664,1,1,1,4,2,568.751,6.412,-6.412,568.751,6.412,-6.412,1.0
4403,2,1,2,4,2,516.09,4.699,-4.699,516.09,4.699,-4.699,0.0
744,1,1,1,1,1,129.603,1.0065,-1.0065,129.603,1.0065,-1.0065,1.0
5205,1,1,4,4,2,31.1265,0.0206,-0.0206,31.1265,0.0206,-0.0206,1.0
4667,1,1,1,4,2,350.315,2.978,-2.929,350.315,2.978,-2.929,1.0
5385,1,1,1,4,1,86.7467,0.3281,-0.3257,86.7467,0.3281,-0.3257,0.0
1705,1,1,1,4,2,121.63,0.5795,-0.5795,121.63,0.5795,-0.5795,0.0
3326,2,1,2,4,2,309.353,1.747,-1.728,309.353,1.747,-1.728,1.0
4860,1,1,1,7,1,5760.0,1430.0,-2480.0,5760.0,1430.0,-2480.0,4.0
1818,1,1,1,1,1,401.229,4.816,-4.816,401.229,4.816,-4.816,0.0
3831,1,2,2,4,2,435.277,3.725,-3.725,435.277,3.725,-3.725,2.0
4829,1,1,1,7,1,6770.0,80.0,-90.0,6770.0,80.0,-90.0,4.0
103,1,1,1,4,2,1010.28,69.26,-61.036,1010.28,69.26,-61.036,0.0
3139,1,1,1,4,2,402.947,4.585,-4.485,402.947,4.585,-4.485,0.0
4179,1,1,1,4,2,335.079,5.0,-4.858,335.079,5.0,-4.858,1.0
783,1,1,1,1,1,64.3399,0.1793,-0.1784,64.3399,0.1793,-0.1784,0.0
5505,2,1,3,4,2,18.2702,0.0226,-0.0226,18.2702,0.0226,-0.0226,2.0
4831,1,1,1,7,1,415.17,4.8765,-4.7835,415.17,4.8765,-4.7835,4.0
3784,4,1,4,10,2,63.9207,0.1196,-0.1191,63.9207,0.1196,-0.1191,0.0
2312,1,1,1,4,2,1379.43,61.35,-56.42,1379.43,61.35,-56.42,1.0
229,1,1,1,1,1,23.619,0.0291,-0.029,23.619,0.0291,-0.029,0.0
857,1,1,1,1,1,83.0919,0.2375,-0.2361,83.0919,0.2375,-0.2361,1.0
1211,1,1,1,6,1,183.857,1.331,-1.313,183.857,1.331,-1.313,1.0
1401,2,1,2,4,2,392.872,6.502,-6.298,392.872,6.502,-6.298,0.0
2864,1,1,1,4,2,735.369,8.6405,-8.6405,735.369,8.6405,-8.6405,0.0
408,1,1,1,4,1,773.974,20.317,-19.321,773.974,20.317,-19.321,0.0
170,1,2,1,4,2,372.632,19.456,-17.644,372.632,19.456,-17.644,2.0
540,1,1,1,1,1,20.2836,0.0914,-0.0906,20.2836,0.0914,-0.0906,0.0
2018,1,1,1,4,2,151.129,0.389,-0.387,151.129,0.389,-0.387,1.0
2683,3,1,5,4,2,915.212,16.92,-16.327,915.212,16.92,-16.327,1.0
3497,1,1,3,4,2,1044.36,39.645,-39.645,1044.36,39.645,-39.645,1.0
1803,1,1,1,4,1,470.878,6.471,-6.3,470.878,6.471,-6.3,1.0
4176,2,1,2,4,2,519.122,5.407,-5.407,519.122,5.407,-5.407,0.0
613,1,1,1,1,1,112.09,0.698,-0.698,112.09,0.698,-0.698,0.0
3918,2,2,2,1,1,848.023,20.1675,-20.1675,848.023,20.1675,-20.1675,1.0
2318,1,1,1,4,2,1095.05,14.825,-14.825,1095.05,14.825,-14.825,1.0
674,1,1,2,1,1,43.6197,0.0472,-0.0472,43.6197,0.0472,-0.0472,0.0
1161,1,1,1,1,1,33.5225,0.043,-0.0429,33.5225,0.043,-0.0429,0.0
4790,2,1,2,7,1,1510.0,110.0,-120.0,1510.0,110.0,-120.0,2.0
2867,1,1,2,4,2,1343.6,46.48,-43.52,1343.6,46.48,-43.52,1.0
1872,1,1,1,7,1,6640.0,720.0,-2010.0,6640.0,720.0,-2010.0,5.0
3651,1,1,2,4,2,384.542,3.389,-3.331,384.542,3.389,-3.331,1.0
1815,3,1,3,8,2,1672.94,149.7,-149.7,1672.94,149.7,-149.7,1.0
2607,2,1,2,4,2,1014.62,18.86,-18.196,1014.62,18.86,-18.196,0.0
1700,1,1,1,4,2,231.828,2.129,-2.091,231.828,2.129,-2.091,0.0
2313,1,1,1,4,2,1840.77,88.89,-81.2,1840.77,88.89,-81.2,1.0
3246,1,2,4,4,2,330.575,2.344,-2.312,330.575,2.344,-2.312,2.0
1609,1,1,1,4,2,123.202,1.409,-1.379,123.202,1.409,-1.379,1.0
2080,1,1,1,4,2,792.522,11.7885,-11.7885,792.522,11.7885,-11.7885,1.0
2728,1,1,1,4,2,946.602,12.8675,-12.8675,946.602,12.8675,-12.8675,1.0
3544,3,1,4,4,2,1226.85,116.71,-98.41,1226.85,116.71,-98.41,1.0
564,2,1,1,1,1,53.2528,0.1223,-0.1218,53.2528,0.1223,-0.1218,0.0
4661,1,1,2,4,2,426.088,3.564,-3.564,426.088,3.564,-3.564,1.0
4224,1,1,1,4,2,969.918,15.6765,-15.6765,969.918,15.6765,-15.6765,1.0
4686,1,1,1,4,2,1216.58,28.08,-28.08,1216.58,28.08,-28.08,1.0
2622,1,1,1,4,2,1122.0,189.437,-104.838,1122.0,189.437,-104.838,1.0
3708,1,1,4,4,2,1047.03,20.51,-19.76,1047.03,20.51,-19.76,1.0
1548,1,1,1,4,2,564.454,13.7,-13.7,564.454,13.7,-13.7,0.0
3875,2,1,2,1,1,338.368,2.531,-2.495,338.368,2.531,-2.495,0.0
2022,1,1,1,4,2,1201.82,46.38,-43.11,1201.82,46.38,-43.11,1.0
5443,1,1,1,4,1,370.284,7.938,-7.617,370.284,7.938,-7.617,0.0
3951,2,2,3,3,2,396.332,6.3885,-6.3885,396.332,6.3885,-6.3885,1.0
355,1,1,1,4,1,528.825,7.587,-7.379,528.825,7.587,-7.379,0.0
2133,3,2,3,4,2,249.343,1.802,-1.777,249.343,1.802,-1.777,1.0
2820,2,1,2,4,2,413.873,3.221,-3.174,413.873,3.221,-3.174,1.0
2902,1,1,2,4,2,1633.49,90.81,-81.87,1633.49,90.81,-81.87,0.0
3012,1,1,1,4,2,602.218,4.8765,-4.7835,602.218,4.8765,-4.7835,0.0
2921,3,1,4,4,2,828.592,18.482,-17.707,828.592,18.482,-17.707,1.0
1172,1,1,1,1,1,18.2912,0.0125,-0.0124,18.2912,0.0125,-0.0124,1.0
3801,1,1,2,4,2,823.804,12.578,-12.211,823.804,12.578,-12.211,1.0
325,1,1,2,4,1,92.3831,0.4851,-0.4802,92.3831,0.4851,-0.4802,0.0
1051,1,1,2,1,1,37.4574,0.0463,-0.0461,37.4574,0.0463,-0.0461,1.0
3574,2,2,5,4,2,167.0,21.428,-20.247,167.0,21.428,-20.247,3.0
4002,1,1,4,4,2,311.222,2.53,-2.49,311.222,2.53,-2.49,1.0
3044,2,1,2,4,2,726.346,15.267,-14.661,726.346,15.267,-14.661,0.0
3505,1,1,3,4,2,889.608,13.909,-13.909,889.608,13.909,-13.909,1.0
3475,2,1,2,4,2,627.365,7.2615,-7.2615,627.365,7.2615,-7.2615,1.0
1751,1,1,1,4,2,72.2,12.83,-9.47,72.2,12.83,-9.47,0.0
2451,2,1,2,4,2,302.979,1.849,-1.827,302.979,1.849,-1.827,1.0
4417,1,1,1,4,2,1425.47,54.065,-54.065,1425.47,54.065,-54.065,1.0
1772,3,1,3,4,2,200.802,1.768,-1.738,200.802,1.768,-1.738,1.0
1196,1,1,2,1,1,136.957,1.955,-1.955,136.957,1.955,-1.955,1.0
1878,1,1,1,7,1,3130.0,1300.0,-910.0,3130.0,1300.0,-910.0,4.0
620,2,1,4,1,1,37.0169,0.033,-0.0329,37.0169,0.033,-0.0329,1.0
4436,1,1,1,4,2,639.771,6.587,-6.587,639.771,6.587,-6.587,1.0
3494,2,1,2,4,2,851.87,11.63,-11.63,851.87,11.63,-11.63,1.0
2191,1,1,1,4,2,1121.89,61.45,-55.5,1121.89,61.45,-55.5,1.0
1482,1,1,2,4,2,275.255,2.935,-2.874,275.255,2.935,-2.874,0.0
1189,1,2,2,4,2,82.3432,0.3932,-0.3896,82.3432,0.3932,-0.3896,0.0
328,1,1,1,4,1,202.078,1.471,-1.451,202.078,1.471,-1.451,0.0
648,2,1,2,1,1,77.1971,0.3014,-0.2992,77.1971,0.3014,-0.2992,0.0
4214,1,1,1,4,2,349.0,11.562,-10.796,349.0,11.562,-10.796,1.0
897,1,1,1,1,1,104.935,1.146,-1.121,104.935,1.146,-1.121,0.0
30,4,2,5,1,1,12.5855,0.0124,-0.0123,12.5855,0.0124,-0.0123,6.0
1123,2,1,2,1,1,97.2396,0.3235,-0.3214,97.2396,0.3235,-0.3214,1.0
2972,3,1,4,4,2,527.321,6.058,-5.925,527.321,6.058,-5.925,1.0
5128,1,1,1,4,2,421.745,4.661,-4.561,421.745,4.661,-4.561,0.0
4633,2,1,2,4,2,258.893,4.8765,-4.7835,258.893,4.8765,-4.7835,1.0
4769,1,1,1,4,2,382.898,7.433,-7.159,382.898,7.433,-7.159,1.0
5066,1,2,1,4,2,337.064,2.385,-2.351,337.064,2.385,-2.351,0.0
3932,1,3,5,4,2,36.4396,0.0395,-0.0394,36.4396,0.0395,-0.0394,4.0
4630,1,2,1,4,2,382.509,3.467,-3.406,382.509,3.467,-3.406,2.0
4024,1,1,1,4,2,283.41,1.792,-1.792,283.41,1.792,-1.792,1.0
2596,1,1,3,4,2,791.163,15.337,-14.776,791.163,15.337,-14.776,1.0
3455,3,1,3,4,2,1389.48,75.41,-68.16,1389.48,75.41,-68.16,1.0
2299,1,1,1,4,2,717.555,8.786,-8.786,717.555,8.786,-8.786,1.0
1519,1,1,1,4,2,228.839,2.083,-2.047,228.839,2.083,-2.047,0.0
2851,2,1,3,4,2,543.444,10.777,-10.373,543.444,10.777,-10.373,0.0
1378,2,1,3,4,2,72.7998,0.2864,-0.2841,72.7998,0.2864,-0.2841,0.0
4824,1,1,1,7,1,7070.0,1000.0,-1090.0,7070.0,1000.0,-1090.0,6.0
1023,2,1,5,1,1,12.9363,0.0047,-0.0046,12.9363,0.0047,-0.0046,1.0
4896,1,1,3,11,1,600.0,100.0,-100.0,600.0,100.0,-100.0,1.0
2900,1,1,1,4,2,857.14,26.059,-24.591,857.14,26.059,-24.591,0.0
5173,3,1,4,1,1,47.3924,0.0473,-0.0473,47.3924,0.0473,-0.0473,0.0
5253,2,1,2,1,1,3.83078,0.00398,-0.00397,3.83078,0.00398,-0.00397,0.0
3143,1,1,1,4,2,529.596,6.754,-6.588,529.596,6.754,-6.588,0.0
912,1,1,1,1,1,50.6078,0.0831,-0.0827,50.6078,0.0831,-0.0827,0.0
809,1,2,1,1,1,34.1692,0.0573,-0.057,34.1692,0.0573,-0.057,3.0
3460,2,1,4,4,2,1026.43,24.19,-23.11,1026.43,24.19,-23.11,1.0
1675,1,1,5,4,2,82.6603,0.7023,-0.6908,82.6603,0.7023,-0.6908,0.0
1746,1,1,2,4,2,112.467,0.491,-0.487,112.467,0.491,-0.487,0.0
978,1,1,3,1,1,38.4473,0.0408,-0.0408,38.4473,0.0408,-0.0408,0.0
2346,1,1,1,4,2,1028.16,14.93,-14.52,1028.16,14.93,-14.52,1.0
2534,1,1,1,4,2,875.523,4.8765,-4.7835,875.523,4.8765,-4.7835,1.0
1736,1,1,1,4,2,159.522,0.73,-0.725,159.522,0.73,-0.725,1.0
1629,1,1,1,4,2,453.567,7.121,-6.907,453.567,7.121,-6.907,1.0
3262,1,1,1,4,2,424.428,3.495,-3.439,424.428,3.495,-3.439,0.0
430,1,1,1,4,1,389.57,3.949,-3.872,389.57,3.949,-3.872,0.0
5285,1,2,1,4,1,523.337,17.342,-16.282,523.337,17.342,-16.282,2.0
1808,1,1,2,4,1,240.726,1.987,-1.955,240.726,1.987,-1.955,0.0
3768,3,1,3,4,2,762.596,7.25,-7.118,762.596,7.25,-7.118,1.0
3065,1,1,1,4,2,1053.49,20.97,-20.19,1053.49,20.97,-20.19,0.0
4037,1,2,1,4,2,455.336,4.984,-4.879,455.336,4.984,-4.879,2.0
3671,1,1,2,4,2,439.719,7.18,-6.956,439.719,7.18,-6.956,1.0
3580,3,1,3,4,2,692.14,8.083,-7.901,692.14,8.083,-7.901,0.0
2103,1,1,2,4,2,657.223,6.014,-5.908,657.223,6.014,-5.908,1.0
2980,1,1,1,4,2,501.229,4.946,-4.852,501.229,4.946,-4.852,0.0
3133,1,1,1,4,2,443.371,4.273,-4.194,443.371,4.273,-4.194,0.0
5239,4,1,7,4,3,12.4298888,0.0187066,-0.0187066,12.4298888,0.0187066,-0.0187066,1.0
3501,2,1,2,4,2,948.781,13.019,-12.677,948.781,13.019,-12.677,1.0
174,3,1,3,4,2,321.296,4.189,-4.085,321.296,4.189,-4.085,0.0
2776,2,1,2,4,2,434.632,3.1,-3.056,434.632,3.1,-3.056,1.0
4588,1,1,3,4,2,477.992,5.43,-5.312,477.992,5.43,-5.312,1.0
2098,1,1,1,4,2,318.004,2.517,-2.479,318.004,2.517,-2.479,1.0
1752,1,1,1,4,2,513.877,24.123,-22.087,513.877,24.123,-22.087,1.0
2759,1,1,1,4,2,1328.2,38.84,-36.72,1328.2,38.84,-36.72,1.0
2794,1,1,1,4,2,258.979,2.984,-2.918,258.979,2.984,-2.918,1.0
4930,1,1,1,4,2,505.703,5.126,-5.025,505.703,5.126,-5.025,0.0
3119,1,1,1,4,2,407.216,2.752,-2.716,407.216,2.752,-2.716,0.0
217,3,1,3,1,1,28.4712,0.03505,-0.03505,28.4712,0.03505,-0.03505,0.0
4908,1,1,1,4,1,559.068,6.085,-5.957,559.068,6.085,-5.957,0.0
1721,1,1,1,4,2,396.913,7.94,-7.64,396.913,7.94,-7.64,0.0
4310,1,1,2,4,2,872.493,32.541,-32.541,872.493,32.541,-32.541,1.0
1444,1,1,1,4,2,247.637,2.393,-2.349,247.637,2.393,-2.349,0.0
690,4,1,5,1,1,27.0498,0.0215,-0.0215,27.0498,0.0215,-0.0215,0.0
1995,2,1,2,4,2,584.136,9.939,-9.618,584.136,9.939,-9.618,0.0
3979,1,1,1,4,2,306.602,1.906,-1.906,306.602,1.906,-1.906,1.0
3635,1,1,2,4,2,384.938,3.914,-3.837,384.938,3.914,-3.837,1.0
4612,2,1,2,4,2,1571.46,61.055,-61.055,1571.46,61.055,-61.055,1.0
3414,2,1,2,4,2,746.927,20.15,-19.136,746.927,20.15,-19.136,1.0
1106,1,1,2,1,1,60.8447,0.1918,-0.1906,60.8447,0.1918,-0.1906,0.0
4808,1,1,1,7,1,3900.0,1500.0,-1300.0,3900.0,1500.0,-1300.0,1.0
818,1,1,2,1,1,188.546,1.587,-1.562,188.546,1.587,-1.562,0.0
3491,2,1,3,4,2,264.993,2.4925,-2.4925,264.993,2.4925,-2.4925,1.0
3942,3,1,3,4,2,96.339,0.5141,-0.5087,96.339,0.5141,-0.5087,1.0
1697,1,1,2,4,2,606.992,13.07,-12.539,606.992,13.07,-12.539,0.0
2170,1,1,2,4,2,955.168,15.564,-15.081,955.168,15.564,-15.081,1.0
136,1,1,1,4,2,232.1,2.706,-2.646,232.1,2.706,-2.646,0.0
4758,1,1,1,4,1,218.121,1.037,-1.037,218.121,1.037,-1.037,0.0
3352,4,1,4,4,2,171.109,0.637,-0.633,171.109,0.637,-0.633,1.0
4902,1,1,1,2,1,47.0648,0.1347,-0.1338,47.0648,0.1347,-0.1338,0.0
1180,1,1,1,1,1,81.4893,0.3063,-0.3042,81.4893,0.3063,-0.3042,0.0
3578,1,1,3,4,2,692.14,8.083,-7.901,692.14,8.083,-7.901,1.0
888,1,1,1,1,1,61.7957,0.2099,-0.2086,61.7957,0.2099,-0.2086,0.0
5360,1,1,1,4,1,362.087,5.384,-5.232,362.087,5.384,-5.232,0.0
2471,1,1,1,4,2,1027.21,23.36,-23.36,1027.21,23.36,-23.36,1.0
817,2,2,1,1,1,45.9665,0.1391,-0.1383,45.9665,0.1391,-0.1383,4.0
3982,1,1,1,4,2,280.069,1.173,-1.162,280.069,1.173,-1.162,1.0
5292,1,2,1,4,1,197.996,3.083,-2.993,197.996,3.083,-2.993,2.0
4291,1,2,1,4,2,1151.51,57.13,-52.06,1151.51,57.13,-52.06,2.0
1264,1,2,1,4,2,61.7856,0.0806,-0.0804,61.7856,0.0806,-0.0804,1.0
990,2,1,3,1,1,121.375,0.5845,-0.5845,121.375,0.5845,-0.5845,0.0
4681,1,1,1,4,2,389.561,3.851,-3.777,389.561,3.851,-3.777,1.0
1739,2,1,3,4,2,181.746,1.435,-1.413,181.746,1.435,-1.413,0.0
2117,1,1,1,4,2,615.231,8.8545,-8.8545,615.231,8.8545,-8.8545,1.0
353,1,2,1,4,1,348.185,4.529,-4.417,348.185,4.529,-4.417,2.0
4215,1,1,2,4,2,680.54,4.8765,-4.7835,680.54,4.8765,-4.7835,1.0
3349,1,1,4,4,2,171.109,0.637,-0.633,171.109,0.637,-0.633,1.0
5165,2,1,2,4,2,216.056,1.17,-1.159,216.056,1.17,-1.159,2.0
1489,2,1,2,4,2,102.564,1.093,-1.07,102.564,1.093,-1.07,0.0
3365,2,1,4,4,2,782.088,18.719,-17.879,782.088,18.719,-17.879,1.0
1228,2,1,2,4,2,46.2122,0.0864,-0.086,46.2122,0.0864,-0.086,0.0
4624,1,1,1,4,2,1730.78,99.26,-89.22,1730.78,99.26,-89.22,1.0
5235,2,1,2,1,1,77.2554,0.3267,-0.324,77.2554,0.3267,-0.324,0.0
52,1,1,1,1,1,426.42,6.44,-6.44,426.42,6.44,-6.44,0.0
2664,1,1,1,4,2,1842.13,105.56,-94.9,1842.13,105.56,-94.9,1.0
3384,1,1,2,4,2,740.754,13.866,-13.374,740.754,13.866,-13.374,1.0
2842,1,2,1,4,2,410.607,2.8825,-2.8825,410.607,2.8825,-2.8825,4.0
3125,1,1,1,4,2,259.935,1.797,-1.773,259.935,1.797,-1.773,0.0
1589,2,1,2,4,2,112.486,0.968,-0.952,112.486,0.968,-0.952,0.0
1479,1,1,1,4,2,101.321,0.632,-0.625,101.321,0.632,-0.625,0.0
1469,1,1,1,4,2,403.964,6.434,-6.24,403.964,6.434,-6.24,0.0
2369,1,1,3,4,2,866.331,13.474,-13.074,866.331,13.474,-13.074,1.0
2078,2,1,2,4,2,1072.88,21.085,-21.085,1072.88,21.085,-21.085,1.0
2951,1,1,1,4,2,538.807,6.107,-5.975,538.807,6.107,-5.975,0.0
5439,1,1,1,4,1,290.946,2.692,-2.645,290.946,2.692,-2.645,0.0
2291,1,1,1,4,2,648.979,8.267,-8.065,648.979,8.267,-8.065,1.0
436,1,1,1,4,1,279.485,3.118,-3.05,279.485,3.118,-3.05,0.0
2465,2,1,4,4,2,66.8624,0.107,-0.107,66.8624,0.107,-0.107,3.0
1588,1,1,2,4,2,112.486,0.968,-0.952,112.486,0.968,-0.952,0.0
4084,1,1,1,4,2,1019.65,17.84,-17.25,1019.65,17.84,-17.25,1.0
1590,1,1,1,4,2,176.291,3.395,-3.271,176.291,3.395,-3.271,0.0
5330,1,1,1,4,1,327.506,4.012,-3.918,327.506,4.012,-3.918,0.0
973,2,1,2,1,1,55.5867,0.127,-0.1264,55.5867,0.127,-0.1264,2.0
1238,2,1,3,1,1,68.192,0.1772,-0.1763,68.192,0.1772,-0.1763,0.0
2670,2,1,3,4,2,489.876,3.8095,-3.8095,489.876,3.8095,-3.8095,1.0
5459,1,1,3,1,1,4.30592,0.00118,-0.00118,4.30592,0.00118,-0.00118,0.0
4866,1,1,1,7,1,6220.0,1030.0,-1510.0,6220.0,1030.0,-1510.0,1.0
1497,1,1,1,4,2,537.963,4.8765,-4.7835,537.963,4.8765,-4.7835,0.0
449,1,1,1,4,1,603.955,10.371,-10.034,603.955,10.371,-10.034,0.0
2882,4,1,5,4,2,406.529,3.024,-2.98,406.529,3.024,-2.98,1.0
4388,3,1,3,4,2,930.457,19.353,-18.594,930.457,19.353,-18.594,1.0
3316,1,1,4,4,2,775.328,8.8585,-8.8585,775.328,8.8585,-8.8585,1.0
1551,1,1,1,4,2,228.327,4.823,-4.631,228.327,4.823,-4.631,0.0
4904,1,2,2,1,1,182.714,1.063,-1.051,182.714,1.063,-1.051,1.0
1146,1,1,2,4,2,109.86,0.811,-0.8,109.86,0.811,-0.8,0.0
2092,2,1,2,4,2,586.531,8.215,-7.995,586.531,8.215,-7.995,1.0
1313,1,1,1,4,2,189.289,3.996,-3.837,189.289,3.996,-3.837,1.0
2015,1,1,1,4,2,829.343,10.36,-10.112,829.343,10.36,-10.112,1.0
4088,2,1,3,4,2,635.145,7.022,-6.872,635.145,7.022,-6.872,1.0
5214,1,1,2,4,2,95.1274,0.4536,-0.4495,95.1274,0.4536,-0.4495,0.0
5512,1,2,1,1,1,15.6521,0.0847,-0.0838,15.6521,0.0847,-0.0838,5.0
3664,2,1,3,4,2,487.675,10.683,-10.683,487.675,10.683,-10.683,1.0
2775,1,1,2,4,2,434.632,3.1,-3.056,434.632,3.1,-3.056,1.0
413,1,1,1,4,1,856.436,21.874,-20.829,856.436,21.874,-20.829,1.0
941,1,2,1,1,1,55.6146,0.0928,-0.0925,55.6146,0.0928,-0.0925,1.0
801,1,1,2,1,1,8.79687,0.00925,-0.00924,8.79687,0.00925,-0.00924,1.0
3706,1,1,2,4,2,808.762,19.911,-18.993,808.762,19.911,-18.993,1.0
256,2,1,3,1,1,9.06456,0.00367,-0.00367,9.06456,0.00367,-0.00367,4.0
5417,1,1,1,4,1,162.303,1.296,-1.276,162.303,1.296,-1.276,0.0
647,1,1,2,1,1,77.1971,0.3014,-0.2992,77.1971,0.3014,-0.2992,0.0
1767,1,1,1,4,2,256.011,2.349,-2.307,256.011,2.349,-2.307,0.0
4549,1,1,1,4,2,598.313,7.675,-7.486,598.313,7.675,-7.486,1.0
2131,1,2,3,4,2,249.343,1.802,-1.777,249.343,1.802,-1.777,2.0
3551,1,1,3,4,2,704.438,8.809,-8.809,704.438,8.809,-8.809,1.0
4410,1,1,1,4,2,1480.16,45.67,-43.06,1480.16,45.67,-43.06,1.0
24,3,1,3,1,1,13.7967,0.0289,-0.0289,13.7967,0.0289,-0.0289,1.0
1088,2,1,2,4,2,22.4035,0.0225,-0.0225,22.4035,0.0225,-0.0225,0.0
2422,1,1,1,4,2,1213.82,27.07,-27.07,1213.82,27.07,-27.07,1.0
2751,1,1,1,4,2,1419.58,49.98,-46.76,1419.58,49.98,-46.76,1.0
112,1,1,1,4,2,882.472,25.62,-25.62,882.472,25.62,-25.62,0.0
3745,3,1,3,4,2,554.064,7.994,-7.774,554.064,7.994,-7.774,1.0
56,1,1,1,4,2,179.461,1.257,-1.24,179.461,1.257,-1.24,1.0
1309,1,1,1,4,2,272.36,3.112,-3.044,272.36,3.112,-3.044,0.0
695,1,1,2,1,1,73.3055,0.2358,-0.2344,73.3055,0.2358,-0.2344,0.0
1227,1,1,2,4,2,46.2122,0.0864,-0.086,46.2122,0.0864,-0.086,0.0
5247,1,1,1,1,1,490.61,9.861,-9.861,490.61,9.861,-9.861,0.0
276,1,2,4,1,1,16.0272,0.0101,-0.0101,16.0272,0.0101,-0.0101,4.0
2271,1,1,1,4,2,1632.13,70.06,-64.62,1632.13,70.06,-64.62,1.0
1833,1,1,1,7,1,6260.0,1140.0,-1280.0,6260.0,1140.0,-1280.0,1.0
682,1,1,1,1,1,56.8655,0.1828,-0.1817,56.8655,0.1828,-0.1817,0.0
2677,1,1,1,4,2,387.248,4.6545,-4.6545,387.248,4.6545,-4.6545,1.0
3908,1,1,1,4,2,843.695,13.668,-13.668,843.695,13.668,-13.668,1.0
1137,1,1,1,1,1,60.8831,0.1175,-0.1171,60.8831,0.1175,-0.1171,1.0
4409,1,1,1,4,2,1775.8,99.915,-99.915,1775.8,99.915,-99.915,1.0
2569,2,1,2,4,2,716.797,9.344,-9.344,716.797,9.344,-9.344,1.0
4303,1,1,1,4,2,276.881,3.858,-3.755,276.881,3.858,-3.755,1.0
1346,3,1,4,4,2,75.1703,0.2012,-0.2012,75.1703,0.2012,-0.2012,1.0
2515,1,1,1,4,2,949.59,16.9155,-16.9155,949.59,16.9155,-16.9155,1.0
3650,2,1,2,4,2,826.613,10.595,-10.595,826.613,10.595,-10.595,1.0
4370,1,1,1,8,2,822.96,10.435,-10.182,822.96,10.435,-10.182,1.0
5412,1,1,1,4,1,273.703,2.733,-2.68,273.703,2.733,-2.68,0.0
2780,1,1,1,4,2,764.726,13.738,-13.269,764.726,13.738,-13.269,1.0
2228,1,1,1,4,2,1175.22,34.22,-32.36,1175.22,34.22,-32.36,1.0
5366,1,3,1,4,1,322.114,4.498,-4.378,322.114,4.498,-4.378,1.0
3392,1,1,2,4,2,1733.1,94.63,-85.47,1733.1,94.63,-85.47,1.0
2347,1,1,1,4,2,1855.7,97.93,-88.76,1855.7,97.93,-88.76,1.0
4601,1,1,1,4,2,1311.23,35.4,-33.62,1311.23,35.4,-33.62,1.0
4816,1,1,2,7,1,6400.0,1280.0,-1870.0,6400.0,1280.0,-1870.0,3.0
81,1,1,1,2,1,10.8864,0.0041,-0.0042,10.8864,0.0041,-0.0042,2.0
1972,4,1,5,4,2,107.796,0.22,-0.219,107.796,0.22,-0.219,1.0
1714,1,1,2,4,2,285.162,3.569,-3.483,285.162,3.569,-3.483,0.0
2380,1,1,1,4,2,475.248,5.805,-5.67,475.248,5.805,-5.67,1.0
3100,2,1,2,4,2,1331.25,43.265,-43.265,1331.25,43.265,-43.265,0.0
1946,1,1,2,4,2,928.978,23.995,-22.837,928.978,23.995,-22.837,1.0
